1884.11.02_Lloyd'sWeeklyNewspaper_0002,1884.11.01_TheLeedsMercury_0007
1885.01.30_TheHullPacketandEastRidingTimes_0002,1884.11.22_TheIpswichJournal_0002
1885.01.30_TheHullPacketandEastRidingTimes_0006,1884.11.29_TheIllustratedPoliceNewsetc_0004
1885.01.30_TheHullPacketandEastRidingTimes_0007,1884.11.26_TheDerbyMercury_0007
1885.01.30_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1885.01.30_TheLeedsMercury_0006,1884.11.04_GlasgowHerald_0007
1885.01.31_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.01.31_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1885.01.31_GlasgowHerald_0007,1884.11.14_TheLeedsMercury_0006
1885.01.31_Jackson'sOxfordJournal_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.01.31_Jackson'sOxfordJournal_0003,1884.11.25_BirminghamDailyPost_0006
1885.01.31_Jackson'sOxfordJournal_0008,1884.11.22_TheIpswichJournal_0008
1885.01.31_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.01.31_LiverpoolMercuryetc_0008,1884.11.06_GlasgowHerald_0007
1885.01.31_NorthWalesChronicle_0002,1884.11.15_TheIpswichJournal_0002
1885.01.31_TheBelfastNews-Letter_0006,1884.11.20_TheLeedsMercury_0006
1885.01.31_TheIpswichJournal_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.01.31_TheIpswichJournal_0007,1884.11.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006
1885.01.31_TheIpswichJournal_0008,1884.11.22_Jackson'sOxfordJournal_0008
1885.01.31_TheLeedsMercury_S0004,1884.11.18_BirminghamDailyPost_0002
1885.01.31_ThePrestonGuardianetc_0004,1884.11.15_TheIpswichJournal_0003
1885.01.31_ThePrestonGuardianetc_0007,1884.11.29_NorthWalesChronicle_0002
1885.01.31_ThePrestonGuardianetc_0008,1884.11.21_TheHullPacketandEastRidingTimes_0002
1885.01.31_YGoleuad_0016,1884.11.26_BaneracAmserauCymru_0015
1885.02.01_Reynolds'sNewspaper_0004,1884.11.22_TheEra_0014
1885.02.01_Reynolds'sNewspaper_0007,1884.11.27_TheLeedsMercury_0001
1885.02.02_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.02.02_AberdeenWeeklyJournal_0008,1884.11.07_TheHullPacketandEastRidingTimes_0002
1885.02.02_BirminghamDailyPost_0006,1884.11.27_DailyNews_0006
1885.02.02_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.11_GlasgowHerald_0007
1885.02.02_GlasgowHerald_0005,1884.11.20_TheLeedsMercury_0006
1885.02.02_GlasgowHerald_0011,1884.11.22_NorthWalesChronicle_0002
1885.02.02_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.02.02_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.02.02_NorthernEcho_0002,1884.11.14_BirminghamDailyPost_0006
1885.02.02_TheBelfastNews-Letter_0002,1884.11.29_NorthWalesChronicle_0002
1885.02.02_TheBelfastNews-Letter_0006,1884.11.12_TheBristolMercuryandDailyPost_0007
1885.02.02_TheBristolMercuryandDailyPost_0004,1884.11.13_TheBelfastNews-Letter_0002
1885.02.02_TheBristolMercuryandDailyPost_0007,1884.11.27_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.02.02_TheLeedsMercury_0001,1884.11.22_NorthWalesChronicle_0002
1885.02.02_TheLeedsMercury_0004,1884.11.15_TheBelfastNews-Letter_0008
1885.02.02_TheLeedsMercury_0006,1884.11.06_GlasgowHerald_0007
1885.02.03_AberdeenWeeklyJournal_0003,1884.11.14_TheLeedsMercury_0006
1885.02.03_BirminghamDailyPost_0006,1884.11.25_TheLeedsMercury_0006
1885.02.03_DailyNews_0006,1884.11.14_BirminghamDailyPost_0006
1885.02.03_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.11_GlasgowHerald_0007
1885.02.03_GlasgowHerald_0002,1884.11.14_TheLeedsMercury_0001
1885.02.03_GlasgowHerald_0007,1884.11.28_TheLeedsMercury_0006
1885.02.03_LiverpoolMercuryetc_0006,1884.11.11_GlasgowHerald_0007
1885.02.03_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.02.03_NorthernEcho_0002,1884.11.27_DailyNews_0006
1885.02.03_TheBelfastNews-Letter_0002,1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.02.03_TheBelfastNews-Letter_0006,1884.11.18_BirminghamDailyPost_0006
1885.02.03_TheBristolMercuryandDailyPost_0007,1884.11.24_TheBelfastNews-Letter_0006
1885.02.03_TheLeedsMercury_0006,1884.11.25_BirminghamDailyPost_0006
1885.02.04_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.02.04_BirminghamDailyPost_0006,1884.11.20_TheLeedsMercury_0006
1885.02.04_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.27_GlasgowHerald_0007
1885.02.04_Freeman'sJournalandDailyCommercialAdvertiser_0008,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.02.04_GlasgowHerald_0005,1884.11.21_TheLeedsMercury_0006
1885.02.04_LiverpoolMercuryetc_0003,1884.11.28_TheLeedsMercury_0002
1885.02.04_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.02.04_LiverpoolMercuryetc_0008,1884.11.27_GlasgowHerald_0007
1885.02.04_NorthernEcho_0002,1884.11.06_GlasgowHerald_0007
1885.02.04_TheBelfastNews-Letter_0002,1884.11.29_NorthWalesChronicle_0002
1885.02.04_TheBristolMercuryandDailyPost_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.02.04_TheBristolMercuryandDailyPost_0007,1884.11.07_TheLeedsMercury_0006
1885.02.04_TheDerbyMercury_0004,1884.11.22_TheIpswichJournal_0006
1885.02.04_TheDerbyMercury_0007,1884.11.07_TheHullPacketandEastRidingTimes_0002
1885.02.04_TheLeedsMercury_0006,1884.11.21_BirminghamDailyPost_0006
1885.02.04_ThePallMallGazette_0014,1884.11.22_NorthWalesChronicle_0002
1885.02.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1884.11.01_Jackson'sOxfordJournal_0002
1885.02.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1884.11.05_TheDerbyMercury_0007
1885.02.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006,1884.11.22_NorthWalesChronicle_0007
1885.02.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1884.11.15_Jackson'sOxfordJournal_0008
1885.02.05_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.02.05_BirminghamDailyPost_0006,1884.11.06_GlasgowHerald_0007
1885.02.05_DailyNews_0002,1884.11.04_BirminghamDailyPost_0006
1885.02.05_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.21_TheLeedsMercury_0006
1885.02.05_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.11.15_TheBristolMercuryandDailyPost_0008
1885.02.05_GlasgowHerald_0003,1884.11.07_TheLeedsMercury_0006
1885.02.05_GlasgowHerald_0007,1884.11.29_NorthWalesChronicle_0002
1885.02.05_LiverpoolMercuryetc_0006,1884.11.20_GlasgowHerald_0007
1885.02.05_LiverpoolMercuryetc_0008,1884.11.28_TheLeedsMercury_0006
1885.02.05_NorthernEcho_0002,1884.11.17_BirminghamDailyPost_0006
1885.02.05_TheBelfastNews-Letter_0001,1884.11.25_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.02.05_TheBelfastNews-Letter_0006,1884.11.12_TheBristolMercuryandDailyPost_0007
1885.02.05_TheBristolMercuryandDailyPost_0007,1884.11.06_TheBelfastNews-Letter_0006
1885.02.05_TheLeedsMercury_0004,1884.11.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.02.05_TheLeedsMercury_0006,1884.11.15_BirminghamDailyPost_0006
1885.02.06_AberdeenWeeklyJournal_0003,1884.11.29_GlasgowHerald_0003
1885.02.06_BirminghamDailyPost_0006,1884.11.06_GlasgowHerald_0007
1885.02.06_BirminghamDailyPost_0007,1884.11.07_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.02.06_DailyNews_0002,1884.11.04_BirminghamDailyPost_0006
1885.02.06_DailyNews_0003,1884.11.14_BirminghamDailyPost_0008
1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.06_GlasgowHerald_0007
1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.11.11_GlasgowHerald_0007
1885.02.06_GlasgowHerald_0005,1884.11.14_TheLeedsMercury_0006
1885.02.06_GlasgowHerald_0008,1884.11.07_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.02.06_LiverpoolMercuryetc_0003,1884.11.22_TheIpswichJournal_0006
1885.02.06_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.02.06_LiverpoolMercuryetc_0007,1884.11.18_BirminghamDailyPost_0006
1885.02.06_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.02.06_TheBelfastNews-Letter_0002,1884.11.26_TheDerbyMercury_0001
1885.02.06_TheBelfastNews-Letter_0003,1884.11.04_TheIpswichJournal_0004
1885.02.06_TheBelfastNews-Letter_0006,1884.11.07_TheLeedsMercury_0006
1885.02.06_TheBristolMercuryandDailyPost_0004,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.02.06_TheBristolMercuryandDailyPost_0007,1884.11.13_GlasgowHerald_0007
1885.02.06_TheHullPacketandEastRidingTimes_0002,1884.11.22_TheIpswichJournal_0002
1885.02.06_TheHullPacketandEastRidingTimes_0006,1884.11.29_TheIllustratedPoliceNewsetc_0004
1885.02.06_TheHullPacketandEastRidingTimes_0007,1884.11.01_Jackson'sOxfordJournal_0008
1885.02.06_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1885.02.06_TheLeedsMercury_0006,1884.11.06_GlasgowHerald_0007
1885.02.06_TheLeedsMercury_0007,1884.11.07_BirminghamDailyPost_0006
1885.02.06_WesternMail_0004,1884.11.07_BirminghamDailyPost_0006
1885.02.07_AberdeenWeeklyJournal_0002,1884.11.04_TheIpswichJournal_0004
1885.02.07_AberdeenWeeklyJournal_0003,1884.11.08_TheLeedsMercury_0011
1885.02.07_AberdeenWeeklyJournal_0008,1884.11.07_TheHullPacketandEastRidingTimes_0002
1885.02.07_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1885.02.07_DailyNews_0006,1884.11.01_BirminghamDailyPost_0006
1885.02.07_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.27_GlasgowHerald_0007
1885.02.07_GlasgowHerald_0003,1884.11.28_TheLeedsMercury_0006
1885.02.07_GlasgowHerald_0007,1884.11.29_NorthWalesChronicle_0002
1885.02.07_HampshireTelegraphandSussexChronicleetc_0003,1884.11.20_TheLeedsMercury_0008
1885.02.07_Jackson'sOxfordJournal_0002,1884.11.21_TheHullPacketandEastRidingTimes_0002
1885.02.07_Jackson'sOxfordJournal_0007,1884.11.18_BirminghamDailyPost_0006
1885.02.07_Jackson'sOxfordJournal_0008,1884.11.22_TheIpswichJournal_0008
1885.02.07_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.02.07_NorthWalesChronicle_0002,1884.11.04_TheBelfastNews-Letter_0003
1885.02.07_TheBelfastNews-Letter_0002,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.02.07_TheBelfastNews-Letter_0006,1884.11.28_TheLeedsMercury_0006
1885.02.07_TheBristolMercuryandDailyPost_0003,1884.11.22_TheLeedsMercury_S0004
1885.02.07_TheBristolMercuryandDailyPost_0007,1884.11.29_TheBelfastNews-Letter_0006
1885.02.07_TheEra_0012,1884.11.23_Reynolds'sNewspaper_0004
1885.02.07_TheIpswichJournal_0002,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.02.07_TheIpswichJournal_0006,1884.11.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006
1885.02.07_TheIpswichJournal_0008,1884.11.29_Jackson'sOxfordJournal_0008
1885.02.07_TheLeedsMercury_0002,1884.11.13_TheBelfastNews-Letter_0002
1885.02.07_TheLeedsMercury_0005,1884.11.01_BirminghamDailyPost_0006
1885.02.07_TheLeedsMercury_0006,1884.11.10_TheBelfastNews-Letter_0006
1885.02.07_TheLeedsMercury_S0004,1884.11.16_Lloyd'sWeeklyNewspaper_0011
1885.02.07_ThePrestonGuardianetc_0002,1884.11.11_TheBelfastNews-Letter_0002
1885.02.07_ThePrestonGuardianetc_0003,1884.11.08_NorthWalesChronicle_0007
1885.02.07_ThePrestonGuardianetc_0005,1884.11.08_TheIpswichJournal_S0002
1885.02.07_ThePrestonGuardianetc_0007,1884.11.01_NorthWalesChronicle_0006
1885.02.07_ThePrestonGuardianetc_0008,1884.11.19_TheDerbyMercury_0004
1885.02.08_Lloyd'sWeeklyNewspaper_0011,1884.11.15_TheLeedsMercury_S0004
1885.02.08_Reynolds'sNewspaper_0007,1884.11.15_TheIpswichJournal_0002
1885.02.09_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.02.09_BirminghamDailyPost_0006,1884.11.11_GlasgowHerald_0007
1885.02.09_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.10_GlasgowHerald_0005
1885.02.09_GlasgowHerald_0005,1884.11.14_TheLeedsMercury_0006
1885.02.09_LiverpoolMercuryetc_0008,1884.11.06_GlasgowHerald_0007
1885.02.09_NorthernEcho_0002,1884.11.04_BirminghamDailyPost_0006
1885.02.09_TheBelfastNews-Letter_0006,1884.11.20_TheLeedsMercury_0006
1885.02.09_TheBristolMercuryandDailyPost_0002,1884.11.29_NorthWalesChronicle_0002
1885.02.09_TheBristolMercuryandDailyPost_0007,1884.11.24_TheBelfastNews-Letter_0006
1885.02.09_TheLeedsMercury_0006,1884.11.11_GlasgowHerald_0007
1885.02.10_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.02.10_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1885.02.10_BirminghamDailyPost_0008,1884.11.15_TheBelfastNews-Letter_0008
1885.02.10_DailyNews_0007,1884.11.13_BirminghamDailyPost_0006
1885.02.10_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.11_GlasgowHerald_0007
1885.02.10_GlasgowHerald_0002,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.02.10_GlasgowHerald_0007,1884.11.21_TheLeedsMercury_0006
1885.02.10_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.02.10_LiverpoolMercuryetc_0008,1884.11.06_GlasgowHerald_0007
1885.02.10_NorthernEcho_0002,1884.11.11_GlasgowHerald_0007
1885.02.10_TheBelfastNews-Letter_0006,1884.11.18_BirminghamDailyPost_0006
1885.02.10_TheBristolMercuryandDailyPost_0004,1884.11.29_NorthWalesChronicle_0002
1885.02.10_TheBristolMercuryandDailyPost_0007,1884.11.10_BirminghamDailyPost_0006
1885.02.10_TheLeedsMercury_0006,1884.11.25_BirminghamDailyPost_0006
1885.02.10_WesternMail_0004,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.02.11_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.02.11_AberdeenWeeklyJournal_0006,1884.11.13_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.02.11_BirminghamDailyPost_0006,1884.11.20_TheLeedsMercury_0006
1885.02.11_DailyNews_0007,1884.11.29_BirminghamDailyPost_0006
1885.02.11_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.07_TheLeedsMercury_0006
1885.02.11_GlasgowHerald_0005,1884.11.05_BirminghamDailyPost_0006
1885.02.11_GlasgowHerald_0008,1884.11.10_TheBelfastNews-Letter_0006
1885.02.11_LiverpoolMercuryetc_0003,1884.11.28_TheLeedsMercury_0002
1885.02.11_LiverpoolMercuryetc_0006,1884.11.11_GlasgowHerald_0007
1885.02.11_LiverpoolMercuryetc_0008,1884.11.27_GlasgowHerald_0007
1885.02.11_NorthernEcho_0002,1884.11.06_GlasgowHerald_0007
1885.02.11_TheBelfastNews-Letter_0002,1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.02.11_TheBelfastNews-Letter_0006,1884.11.06_GlasgowHerald_0007
1885.02.11_TheBristolMercuryandDailyPost_0004,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.02.11_TheDerbyMercury_0004,1884.11.22_TheIpswichJournal_0006
1885.02.11_TheDerbyMercury_0007,1884.11.13_TheBelfastNews-Letter_0002
1885.02.11_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1885.02.11_TheLeedsMercury_0006,1884.11.04_BirminghamDailyPost_0006
1885.02.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1884.11.01_Jackson'sOxfordJournal_0002
1885.02.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1884.11.22_TheIpswichJournal_0008
1885.02.12_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.02.12_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1885.02.12_Freeman'sJournalandDailyCommercialAdvertiser_0008,1884.11.24_TheLeedsMercury_0001
1885.02.12_GlasgowHerald_0002,1884.11.29_NorthWalesChronicle_0002
1885.02.12_GlasgowHerald_0003,1884.11.28_TheLeedsMercury_0006
1885.02.12_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.02.12_LiverpoolMercuryetc_0008,1884.11.06_GlasgowHerald_0007
1885.02.12_NorthernEcho_0002,1884.11.28_BirminghamDailyPost_0006
1885.02.12_NorthernEcho_0004,1884.11.15_AberdeenWeeklyJournal_0007
1885.02.12_TheBelfastNews-Letter_0002,1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.02.12_TheBelfastNews-Letter_0006,1884.11.06_GlasgowHerald_0007
1885.02.12_TheBristolMercuryandDailyPost_0002,1884.11.22_NorthWalesChronicle_0002
1885.02.12_TheBristolMercuryandDailyPost_0007,1884.11.24_TheBelfastNews-Letter_0006
1885.02.12_TheLeedsMercury_0006,1884.11.14_BirminghamDailyPost_0006
1885.02.12_WesternMail_0004,1884.11.13_TheBelfastNews-Letter_0002
1885.02.13_AberdeenWeeklyJournal_0003,1884.11.14_TheLeedsMercury_0006
1885.02.13_AberdeenWeeklyJournal_0006,1884.11.07_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.02.13_BirminghamDailyPost_0006,1884.11.06_GlasgowHerald_0007
1885.02.13_DailyNews_0002,1884.11.29_GlasgowHerald_0003
1885.02.13_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.07_TheLeedsMercury_0006
1885.02.13_GlasgowHerald_0005,1884.11.28_TheLeedsMercury_0006
1885.02.13_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.02.13_LiverpoolMercuryetc_0008,1884.11.06_GlasgowHerald_0007
1885.02.13_NorthernEcho_0002,1884.11.21_BirminghamDailyPost_0006
1885.02.13_NorthernEcho_0004,1884.11.01_TheLeedsMercury_S0004
1885.02.13_TheBelfastNews-Letter_0002,1884.11.29_GlasgowHerald_0002
1885.02.13_TheBelfastNews-Letter_0006,1884.11.07_TheLeedsMercury_0006
1885.02.13_TheBristolMercuryandDailyPost_0004,1884.11.29_NorthWalesChronicle_0002
1885.02.13_TheBristolMercuryandDailyPost_0007,1884.11.10_BirminghamDailyPost_0006
1885.02.13_TheHullPacketandEastRidingTimes_0002,1884.11.22_TheIpswichJournal_0002
1885.02.13_TheHullPacketandEastRidingTimes_0006,1884.11.29_TheIllustratedPoliceNewsetc_0004
1885.02.13_TheHullPacketandEastRidingTimes_0007,1884.11.15_Jackson'sOxfordJournal_0008
1885.02.13_TheLeedsMercury_0004,1884.11.15_TheBelfastNews-Letter_0008
1885.02.13_TheLeedsMercury_0006,1884.11.06_GlasgowHerald_0007
1885.02.13_WesternMail_0004,1884.11.29_Freeman'sJournalandDailyCommercialAdvertiser_0003
1885.02.14_AberdeenWeeklyJournal_0003,1884.11.07_TheLeedsMercury_0006
1885.02.14_BirminghamDailyPost_0006,1884.11.06_GlasgowHerald_0007
1885.02.14_GlasgowHerald_0003,1884.11.07_TheLeedsMercury_0006
1885.02.14_Jackson'sOxfordJournal_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.02.14_Jackson'sOxfordJournal_0003,1884.11.11_BirminghamDailyPost_0006
1885.02.14_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.02.14_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.02.14_NorthWalesChronicle_0001,1884.11.08_Jackson'sOxfordJournal_0001
1885.02.14_NorthWalesChronicle_0002,1884.11.04_TheBelfastNews-Letter_0003
1885.02.14_TheBelfastNews-Letter_0002,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.02.14_TheBelfastNews-Letter_0003,1884.11.29_Freeman'sJournalandDailyCommercialAdvertiser_0006
1885.02.14_TheBristolMercuryandDailyPost_0003,1884.11.01_Jackson'sOxfordJournal_0002
1885.02.14_TheBristolMercuryandDailyPost_0007,1884.11.10_BirminghamDailyPost_0006
1885.02.14_TheEra_0012,1884.11.23_Reynolds'sNewspaper_0004
1885.02.14_TheIpswichJournal_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.02.14_TheIpswichJournal_0006,1884.11.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006
1885.02.14_TheIpswichJournal_0007,1884.11.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1885.02.14_TheIpswichJournal_0008,1884.11.22_Jackson'sOxfordJournal_0008
1885.02.14_TheLeedsMercury_0006,1884.11.13_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.02.14_TheLeedsMercury_S0004,1884.11.18_BirminghamDailyPost_0002
1885.02.14_ThePrestonGuardianetc_0005,1884.11.08_TheIpswichJournal_S0002
1885.02.14_ThePrestonGuardianetc_0007,1884.11.01_NorthWalesChronicle_0006
1885.02.14_ThePrestonGuardianetc_0008,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.02.15_Reynolds'sNewspaper_0007,1884.11.29_NorthWalesChronicle_0002
1885.02.16_AberdeenWeeklyJournal_0003,1884.11.14_TheLeedsMercury_0006
1885.02.16_AberdeenWeeklyJournal_0008,1884.11.22_NorthWalesChronicle_0002
1885.02.16_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.07_TheLeedsMercury_0006
1885.02.16_GlasgowHerald_0002,1884.11.04_TheBelfastNews-Letter_0002
1885.02.16_GlasgowHerald_0005,1884.11.07_TheLeedsMercury_0006
1885.02.16_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.02.16_LiverpoolMercuryetc_0008,1884.11.06_GlasgowHerald_0007
1885.02.16_NorthernEcho_0002,1884.11.11_GlasgowHerald_0007
1885.02.16_TheBelfastNews-Letter_0002,1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.02.16_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1885.02.16_TheLeedsMercury_0006,1884.11.11_GlasgowHerald_0007
1885.02.17_AberdeenWeeklyJournal_0003,1884.11.07_TheLeedsMercury_0006
1885.02.17_BirminghamDailyPost_0006,1884.11.11_GlasgowHerald_0007
1885.02.17_DailyNews_0007,1884.11.13_BirminghamDailyPost_0006
1885.02.17_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.11_GlasgowHerald_0007
1885.02.17_GlasgowHerald_0001,1884.11.10_TheBristolMercuryandDailyPost_0004
1885.02.17_GlasgowHerald_0007,1884.11.07_TheLeedsMercury_0006
1885.02.17_LiverpoolMercuryetc_0006,1884.11.11_GlasgowHerald_0007
1885.02.17_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.02.17_TheBelfastNews-Letter_0002,1884.11.29_NorthWalesChronicle_0002
1885.02.17_TheBelfastNews-Letter_0003,1884.11.18_BirminghamDailyPost_0006
1885.02.17_TheBristolMercuryandDailyPost_0004,1884.11.08_TheLeedsMercury_0005
1885.02.17_TheBristolMercuryandDailyPost_0007,1884.11.27_GlasgowHerald_0007
1885.02.17_TheIpswichJournal_0004,1884.11.18_BirminghamDailyPost_0006
1885.02.17_TheLeedsMercury_0006,1884.11.18_BirminghamDailyPost_0006
1885.02.17_WesternMail_0004,1884.11.04_TheBelfastNews-Letter_0002
1885.02.18_AberdeenWeeklyJournal_0003,1884.11.07_TheLeedsMercury_0006
1885.02.18_AberdeenWeeklyJournal_0006,1884.11.14_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.02.18_BaneracAmserauCymru_0015,1884.11.07_TheHullPacketandEastRidingTimes_0006
1885.02.18_BirminghamDailyPost_0006,1884.11.27_DailyNews_0006
1885.02.18_DailyNews_0006,1884.11.05_BirminghamDailyPost_0006
1885.02.18_GlasgowHerald_0005,1884.11.07_TheLeedsMercury_0006
1885.02.18_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.02.18_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.02.18_NorthernEcho_0002,1884.11.18_BirminghamDailyPost_0006
1885.02.18_TheBelfastNews-Letter_0002,1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.02.18_TheBelfastNews-Letter_0006,1884.11.28_TheLeedsMercury_0006
1885.02.18_TheBristolMercuryandDailyPost_0004,1884.11.07_TheHullPacketandEastRidingTimes_0002
1885.02.18_TheBristolMercuryandDailyPost_0007,1884.11.21_TheLeedsMercury_0006
1885.02.18_TheDerbyMercury_0004,1884.11.22_TheIpswichJournal_0006
1885.02.18_TheLeedsMercury_0001,1884.11.29_Freeman'sJournalandDailyCommercialAdvertiser_0003
1885.02.18_TheLeedsMercury_0006,1884.11.06_GlasgowHerald_0007
1885.02.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1884.11.01_Jackson'sOxfordJournal_0002
1885.02.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.02.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006,1884.11.01_NorthWalesChronicle_0006
1885.02.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0007,1884.11.08_TheIpswichJournal_S0002
1885.02.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1884.11.15_Jackson'sOxfordJournal_0008
1885.02.18_WesternMail_0004,1884.11.29_NorthWalesChronicle_0002
1885.02.19_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.02.19_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1885.02.19_BirminghamDailyPost_0008,1884.11.17_TheBristolMercuryandDailyPost_0007
1885.02.19_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.11_GlasgowHerald_0007
1885.02.19_Freeman'sJournalandDailyCommercialAdvertiser_0008,1884.11.14_TheLeedsMercury_0001
1885.02.19_GlasgowHerald_0007,1884.11.07_TheLeedsMercury_0006
1885.02.19_LiverpoolMercuryetc_0008,1884.11.06_GlasgowHerald_0007
1885.02.19_NorthernEcho_0002,1884.11.17_BirminghamDailyPost_0006
