1885.02.02_AberdeenWeeklyJournal_0002,1885.02.01_Reynolds'sNewspaper_0006
1885.04.29_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004,1885.02.04_TheDerbyMercury_0007
1885.04.29_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006,1885.02.21_ThePrestonGuardianetc_0002
1885.04.29_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0007,1885.02.07_ThePrestonGuardianetc_0005
1885.04.30_AberdeenWeeklyJournal_0002,1885.02.27_TheHullPacketandEastRidingTimes_0002
1885.04.30_AberdeenWeeklyJournal_0003,1885.02.18_LiverpoolMercuryetc_0008
1885.04.30_AberdeenWeeklyJournal_0006,1885.02.28_TheLeedsMercury_0006
1885.04.30_BirminghamDailyPost_0006,1885.02.23_DailyNews_0002
1885.04.30_DailyNews_0006,1885.02.26_GlasgowHerald_0003
1885.04.30_GlasgowHerald_0003,1885.02.20_LiverpoolMercuryetc_0008
1885.04.30_LiverpoolMercuryetc_0003,1885.02.19_TheLeedsMercury_0003
1885.04.30_LiverpoolMercuryetc_0006,1885.02.05_GlasgowHerald_0003
1885.04.30_LiverpoolMercuryetc_0008,1885.02.17_GlasgowHerald_0007
1885.04.30_NorthernEcho_0002,1885.02.20_LiverpoolMercuryetc_0008
1885.04.30_TheBelfastNews-Letter_0006,1885.02.23_AberdeenWeeklyJournal_0003
1885.04.30_TheBristolMercuryandDailyPost_0007,1885.02.02_GlasgowHerald_0005
1885.04.30_TheLeedsMercury_0004,1885.02.24_LiverpoolMercuryetc_0008
1885.04.30_TheLeedsMercury_0006,1885.02.21_LiverpoolMercuryetc_0008
1885.04.30_WesternMail_0004,1885.02.06_LiverpoolMercuryetc_0008
1885.05.01_AberdeenWeeklyJournal_0003,1885.02.27_GlasgowHerald_0005
1885.05.01_BirminghamDailyPost_0003,1885.02.06_LiverpoolMercuryetc_0007
1885.05.01_BirminghamDailyPost_0006,1885.02.09_GlasgowHerald_0005
1885.05.01_DailyNews_0007,1885.02.25_GlasgowHerald_0005
1885.05.01_GlasgowHerald_0005,1885.02.07_LiverpoolMercuryetc_0008
1885.05.01_GlasgowHerald_0008,1885.02.17_LiverpoolMercuryetc_0006
1885.05.01_LiverpoolMercuryetc_0006,1885.02.03_GlasgowHerald_0007
1885.05.01_LiverpoolMercuryetc_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.01_LiverpoolMercuryetc_0008,1885.02.09_GlasgowHerald_0005
1885.05.01_NorthernEcho_0002,1885.02.27_GlasgowHerald_0005
1885.05.01_NorthernEcho_0004,1885.02.06_LiverpoolMercuryetc_0007
1885.05.01_TheBelfastNews-Letter_0003,1885.02.06_LiverpoolMercuryetc_0007
1885.05.01_TheBelfastNews-Letter_0006,1885.02.23_TheLeedsMercury_0006
1885.05.01_TheBristolMercuryandDailyPost_0007,1885.02.13_LiverpoolMercuryetc_0008
1885.05.01_TheHullPacketandEastRidingTimes_0002,1885.02.28_TheIpswichJournal_0002
1885.05.01_TheHullPacketandEastRidingTimes_0003,1885.02.28_Jackson'sOxfordJournal_0002
1885.05.01_TheHullPacketandEastRidingTimes_0004,1885.02.28_ThePrestonGuardianetc_0007
1885.05.01_TheHullPacketandEastRidingTimes_0006,1885.02.25_BaneracAmserauCymru_0015
1885.05.01_TheHullPacketandEastRidingTimes_0007,1885.02.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008
1885.05.01_TheLeedsMercury_0001,1885.02.28_TheIpswichJournal_0002
1885.05.01_TheLeedsMercury_0002,1885.02.16_GlasgowHerald_0005
1885.05.01_TheLeedsMercury_0003,1885.02.23_AberdeenWeeklyJournal_0003
1885.05.01_TheLeedsMercury_0007,1885.02.06_LiverpoolMercuryetc_0007
1885.05.01_WesternMail_0004,1885.02.06_TheLeedsMercury_0007
1885.05.02_AberdeenWeeklyJournal_0008,1885.02.27_TheHullPacketandEastRidingTimes_0002
1885.05.02_Freeman'sJournalandDailyCommercialAdvertiser_0002,1885.02.18_TheBelfastNews-Letter_0002
1885.05.02_GlasgowHerald_0003,1885.02.06_LiverpoolMercuryetc_0006
1885.05.02_GlasgowHerald_0007,1885.02.27_NorthernEcho_0004
1885.05.02_GlasgowHerald_0008,1885.02.07_TheIpswichJournal_0002
1885.05.02_HampshireTelegraphandSussexChronicleetc_0003,1885.02.27_TheHullPacketandEastRidingTimes_0003
1885.05.02_HampshireTelegraphandSussexChronicleetc_0007,1885.02.21_TheIllustratedPoliceNewsetc_0004
1885.05.02_Jackson'sOxfordJournal_0001,1885.02.25_TheDerbyMercury_0004
1885.05.02_Jackson'sOxfordJournal_0002,1885.02.21_TheIpswichJournal_0002
1885.05.02_Jackson'sOxfordJournal_0004,1885.02.04_TheDerbyMercury_0001
1885.05.02_LiverpoolMercuryetc_0004,1885.02.25_TheDerbyMercury_0004
1885.05.02_LiverpoolMercuryetc_0006,1885.02.05_GlasgowHerald_0003
1885.05.02_LiverpoolMercuryetc_0008,1885.02.26_GlasgowHerald_0003
1885.05.02_NorthernEcho_0004,1885.02.07_TheBristolMercuryandDailyPost_0003
1885.05.02_NorthWalesChronicle_0002,1885.02.27_TheHullPacketandEastRidingTimes_0002
1885.05.02_NorthWalesChronicle_0007,1885.02.21_TheIpswichJournal_0006
1885.05.02_NorthWalesChronicle_0008,1885.02.27_TheHullPacketandEastRidingTimes_0004
1885.05.02_TheBelfastNews-Letter_0002,1885.02.14_NorthWalesChronicle_0002
1885.05.02_TheBristolMercuryandDailyPost_0003,1885.02.04_TheDerbyMercury_0007
1885.05.02_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.02_TheIllustratedPoliceNewsetc_0004,1885.02.07_HampshireTelegraphandSussexChronicleetc_0012
1885.05.02_TheIpswichJournal_0002,1885.02.14_NorthWalesChronicle_0002
1885.05.02_TheIpswichJournal_0003,1885.02.04_TheDerbyMercury_0004
1885.05.02_TheIpswichJournal_0006,1885.02.07_ThePrestonGuardianetc_0005
1885.05.02_ThePrestonGuardianetc_0002,1885.02.07_TheIpswichJournal_0006
1885.05.02_ThePrestonGuardianetc_0004,1885.02.11_TheDerbyMercury_0007
1885.05.02_ThePrestonGuardianetc_0006,1885.02.21_TheIpswichJournal_0006
1885.05.02_ThePrestonGuardianetc_0008,1885.02.20_TheHullPacketandEastRidingTimes_0002
1885.05.02_WesternMail_0004,1885.02.07_TheBristolMercuryandDailyPost_0003
1885.05.02_YGoleuad_0016,1885.02.04_TheDerbyMercury_0007
1885.05.03_Lloyd'sWeeklyNewspaper_0011,1885.02.07_ThePrestonGuardianetc_0008
1885.05.03_Reynolds'sNewspaper_0007,1885.02.04_TheDerbyMercury_0007
1885.05.04_BirminghamDailyPost_0006,1885.02.02_GlasgowHerald_0005
1885.05.04_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.09_GlasgowHerald_0005
1885.05.04_GlasgowHerald_0005,1885.02.07_LiverpoolMercuryetc_0008
1885.05.04_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.05.04_LiverpoolMercuryetc_0008,1885.02.02_GlasgowHerald_0005
1885.05.04_TheBelfastNews-Letter_0002,1885.02.14_NorthWalesChronicle_0002
1885.05.04_TheBelfastNews-Letter_0006,1885.02.06_TheLeedsMercury_0006
1885.05.04_TheLeedsMercury_0001,1885.02.21_TheIpswichJournal_0002
1885.05.04_TheLeedsMercury_0006,1885.02.23_AberdeenWeeklyJournal_0003
1885.05.04_WesternMail_0004,1885.02.02_TheBristolMercuryandDailyPost_0004
1885.05.05_BirminghamDailyPost_0006,1885.02.21_LiverpoolMercuryetc_0008
1885.05.05_DailyNews_0002,1885.02.26_BirminghamDailyPost_0006
1885.05.05_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.19_GlasgowHerald_0007
1885.05.05_Freeman'sJournalandDailyCommercialAdvertiser_0004,1885.02.18_TheBelfastNews-Letter_0002
1885.05.05_GlasgowHerald_0003,1885.02.07_LiverpoolMercuryetc_0008
1885.05.05_GlasgowHerald_0008,1885.02.21_TheIpswichJournal_0002
1885.05.05_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.05.05_LiverpoolMercuryetc_0008,1885.02.27_GlasgowHerald_0005
1885.05.05_NorthernEcho_0002,1885.02.20_GlasgowHerald_0005
1885.05.05_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.05_TheLeedsMercury_0006,1885.02.27_GlasgowHerald_0005
1885.05.05_WesternMail_0004,1885.02.06_TheHullPacketandEastRidingTimes_0002
1885.05.06_AberdeenWeeklyJournal_0003,1885.02.11_GlasgowHerald_0005
1885.05.06_BaneracAmserauCymru_0015,1885.02.06_TheHullPacketandEastRidingTimes_0006
1885.05.06_BirminghamDailyPost_0006,1885.02.21_LiverpoolMercuryetc_0008
1885.05.06_DailyNews_0002,1885.02.07_BirminghamDailyPost_0006
1885.05.06_DailyNews_0003,1885.02.02_GlasgowHerald_0005
1885.05.06_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.07_LiverpoolMercuryetc_0008
1885.05.06_GlasgowHerald_0005,1885.02.18_LiverpoolMercuryetc_0008
1885.05.06_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.05.06_LiverpoolMercuryetc_0007,1885.02.28_TheLeedsMercury_0010
1885.05.06_LiverpoolMercuryetc_0008,1885.02.11_GlasgowHerald_0005
1885.05.06_NorthernEcho_0002,1885.02.28_LiverpoolMercuryetc_0008
1885.05.06_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.06_TheDerbyMercury_0001,1885.02.13_TheHullPacketandEastRidingTimes_0004
1885.05.06_TheDerbyMercury_0007,1885.02.14_TheIpswichJournal_0002
1885.05.06_TheLeedsMercury_0001,1885.02.03_GlasgowHerald_0002
1885.05.06_TheLeedsMercury_0004,1885.02.25_BirminghamDailyPost_0006
1885.05.06_TheLeedsMercury_0006,1885.02.23_AberdeenWeeklyJournal_0003
1885.05.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1885.02.28_Jackson'sOxfordJournal_0002
1885.05.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1885.02.24_GlasgowHerald_0007
1885.05.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004,1885.02.04_TheDerbyMercury_0007
1885.05.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006,1885.02.21_ThePrestonGuardianetc_0002
1885.05.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0007,1885.02.07_ThePrestonGuardianetc_0005
1885.05.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1885.02.07_Jackson'sOxfordJournal_0008
1885.05.06_WesternMail_0004,1885.02.21_TheIpswichJournal_0002
1885.05.07_AberdeenWeeklyJournal_0003,1885.02.11_GlasgowHerald_0005
1885.05.07_AberdeenWeeklyJournal_0008,1885.02.27_TheHullPacketandEastRidingTimes_0002
1885.05.07_BirminghamDailyPost_0006,1885.02.19_GlasgowHerald_0007
1885.05.07_DailyNews_0002,1885.02.19_BirminghamDailyPost_0006
1885.05.07_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.24_GlasgowHerald_0007
1885.05.07_GlasgowHerald_0002,1885.02.07_NorthWalesChronicle_0002
1885.05.07_GlasgowHerald_0003,1885.02.18_LiverpoolMercuryetc_0008
1885.05.07_GlasgowHerald_0007,1885.02.25_TheBelfastNews-Letter_0004
1885.05.07_LiverpoolMercuryetc_0006,1885.02.13_GlasgowHerald_0005
1885.05.07_LiverpoolMercuryetc_0008,1885.02.02_GlasgowHerald_0005
1885.05.07_NorthernEcho_0002,1885.02.25_GlasgowHerald_0005
1885.05.07_TheBelfastNews-Letter_0006,1885.02.10_GlasgowHerald_0007
1885.05.07_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.07_TheLeedsMercury_0004,1885.02.02_GlasgowHerald_0005
1885.05.07_TheLeedsMercury_0006,1885.02.23_AberdeenWeeklyJournal_0003
1885.05.08_AberdeenWeeklyJournal_0003,1885.02.16_LiverpoolMercuryetc_0008
1885.05.08_BirminghamDailyPost_0006,1885.02.27_GlasgowHerald_0005
1885.05.08_BirminghamDailyPost_0008,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.08_DailyNews_0006,1885.02.11_BirminghamDailyPost_0006
1885.05.08_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.20_LiverpoolMercuryetc_0008
1885.05.08_Freeman'sJournalandDailyCommercialAdvertiser_0007,1885.02.06_LiverpoolMercuryetc_0007
1885.05.08_GlasgowHerald_0005,1885.02.07_LiverpoolMercuryetc_0008
1885.05.08_GlasgowHerald_0007,1885.02.11_AberdeenWeeklyJournal_0003
1885.05.08_GlasgowHerald_0008,1885.02.04_LiverpoolMercuryetc_0006
1885.05.08_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.05.08_LiverpoolMercuryetc_0007,1885.02.06_TheLeedsMercury_0007
1885.05.08_LiverpoolMercuryetc_0008,1885.02.27_GlasgowHerald_0005
1885.05.08_TheBelfastNews-Letter_0003,1885.02.06_BirminghamDailyPost_0007
1885.05.08_TheBelfastNews-Letter_0006,1885.02.02_GlasgowHerald_0005
1885.05.08_TheBristolMercuryandDailyPost_0007,1885.02.06_TheLeedsMercury_0006
1885.05.08_TheHullPacketandEastRidingTimes_0001,1885.02.14_TheIpswichJournal_0002
1885.05.08_TheHullPacketandEastRidingTimes_0002,1885.02.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1885.05.08_TheHullPacketandEastRidingTimes_0003,1885.02.04_TheDerbyMercury_0007
1885.05.08_TheHullPacketandEastRidingTimes_0004,1885.02.28_ThePrestonGuardianetc_0007
1885.05.08_TheHullPacketandEastRidingTimes_0006,1885.02.25_BaneracAmserauCymru_0015
1885.05.08_TheHullPacketandEastRidingTimes_0007,1885.02.07_TheIpswichJournal_0008
1885.05.08_TheLeedsMercury_0003,1885.02.06_LiverpoolMercuryetc_0007
1885.05.08_TheLeedsMercury_0004,1885.02.26_LiverpoolMercuryetc_0006
1885.05.08_TheLeedsMercury_0006,1885.02.09_GlasgowHerald_0005
1885.05.08_ThePallMallGazette_0015,1885.02.12_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.05.08_WesternMail_0004,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.09_AberdeenWeeklyJournal_0003,1885.02.27_GlasgowHerald_0005
1885.05.09_BirminghamDailyPost_0006,1885.02.21_LiverpoolMercuryetc_0008
1885.05.09_DailyNews_0002,1885.02.26_GlasgowHerald_0003
1885.05.09_GlasgowHerald_0003,1885.02.03_LiverpoolMercuryetc_0008
1885.05.09_HampshireTelegraphandSussexChronicleetc_0002,1885.02.28_TheLeedsMercury_0010
1885.05.09_Jackson'sOxfordJournal_0001,1885.02.18_TheDerbyMercury_0004
1885.05.09_Jackson'sOxfordJournal_0002,1885.02.28_TheIpswichJournal_0002
1885.05.09_Jackson'sOxfordJournal_0003,1885.02.03_BirminghamDailyPost_0006
1885.05.09_LiverpoolMercuryetc_0005,1885.02.06_AberdeenWeeklyJournal_0003
1885.05.09_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.05.09_LiverpoolMercuryetc_0008,1885.02.05_GlasgowHerald_0003
1885.05.09_NorthernEcho_0001,1885.02.06_TheHullPacketandEastRidingTimes_0002
1885.05.09_NorthWalesChronicle_0001,1885.02.14_TheIpswichJournal_0002
1885.05.09_NorthWalesChronicle_0002,1885.02.27_TheHullPacketandEastRidingTimes_0002
1885.05.09_NorthWalesChronicle_0003,1885.02.07_TheIpswichJournal_0006
1885.05.09_TheBelfastNews-Letter_0002,1885.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0002
1885.05.09_TheBelfastNews-Letter_0006,1885.02.07_LiverpoolMercuryetc_0008
1885.05.09_TheBristolMercuryandDailyPost_0003,1885.02.04_TheDerbyMercury_0007
1885.05.09_TheIpswichJournal_0002,1885.02.20_TheHullPacketandEastRidingTimes_0002
1885.05.09_TheIpswichJournal_0007,1885.02.07_ThePrestonGuardianetc_0005
1885.05.09_TheLeedsMercury_0002,1885.02.03_GlasgowHerald_0002
1885.05.09_TheLeedsMercury_0010,1885.02.02_GlasgowHerald_0005
1885.05.09_TheLeedsMercury_0011,1885.02.13_LiverpoolMercuryetc_0008
1885.05.09_TheLeedsMercury_S0004,1885.02.07_TheBristolMercuryandDailyPost_0003
1885.05.09_TheLeedsMercury_S0007,1885.02.21_TheIllustratedPoliceNewsetc_0004
1885.05.09_ThePrestonGuardianetc_0002,1885.02.21_TheIpswichJournal_0006
1885.05.09_ThePrestonGuardianetc_0004,1885.02.04_TheDerbyMercury_0007
1885.05.09_ThePrestonGuardianetc_0006,1885.02.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006
1885.05.09_ThePrestonGuardianetc_0008,1885.02.06_TheHullPacketandEastRidingTimes_0002
1885.05.09_WesternMail_0004,1885.02.14_TheBristolMercuryandDailyPost_0003
1885.05.09_YGoleuad_0016,1885.02.04_TheDerbyMercury_0007
1885.05.10_Reynolds'sNewspaper_0007,1885.02.07_NorthWalesChronicle_0002
1885.05.11_AberdeenWeeklyJournal_0003,1885.02.05_GlasgowHerald_0003
1885.05.11_BirminghamDailyPost_0004,1885.02.25_TheBelfastNews-Letter_0004
1885.05.11_BirminghamDailyPost_0006,1885.02.02_GlasgowHerald_0005
1885.05.11_GlasgowHerald_0003,1885.02.14_NorthWalesChronicle_0002
1885.05.11_GlasgowHerald_0005,1885.02.25_LiverpoolMercuryetc_0008
1885.05.11_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.05.11_LiverpoolMercuryetc_0008,1885.02.02_GlasgowHerald_0005
1885.05.11_NorthernEcho_0002,1885.02.23_GlasgowHerald_0005
1885.05.11_TheBelfastNews-Letter_0006,1885.02.05_GlasgowHerald_0003
1885.05.11_TheBristolMercuryandDailyPost_0007,1885.02.07_ThePrestonGuardianetc_0002
1885.05.11_TheLeedsMercury_0001,1885.02.03_GlasgowHerald_0002
1885.05.11_TheLeedsMercury_0006,1885.02.23_AberdeenWeeklyJournal_0003
1885.05.12_AberdeenWeeklyJournal_0003,1885.02.24_LiverpoolMercuryetc_0008
1885.05.12_BirminghamDailyPost_0006,1885.02.23_DailyNews_0002
1885.05.12_BirminghamDailyPost_0008,1885.02.26_TheBristolMercuryandDailyPost_0007
1885.05.12_DailyNews_0007,1885.02.25_BirminghamDailyPost_0006
1885.05.12_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.24_GlasgowHerald_0007
1885.05.12_GlasgowHerald_0003,1885.02.07_LiverpoolMercuryetc_0008
1885.05.12_LiverpoolMercuryetc_0006,1885.02.03_GlasgowHerald_0007
1885.05.12_LiverpoolMercuryetc_0008,1885.02.05_GlasgowHerald_0003
1885.05.12_NorthernEcho_0002,1885.02.26_GlasgowHerald_0003
1885.05.12_TheBristolMercuryandDailyPost_0007,1885.02.06_LiverpoolMercuryetc_0007
1885.05.12_TheLeedsMercury_0006,1885.02.17_AberdeenWeeklyJournal_0003
1885.05.12_WesternMail_0004,1885.02.06_TheHullPacketandEastRidingTimes_0002
1885.05.13_BaneracAmserauCymru_0015,1885.02.20_TheHullPacketandEastRidingTimes_0003
1885.05.13_BirminghamDailyPost_0006,1885.02.25_GlasgowHerald_0005
1885.05.13_BirminghamDailyPost_0008,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.13_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.09_GlasgowHerald_0005
1885.05.13_GlasgowHerald_0005,1885.02.18_LiverpoolMercuryetc_0008
1885.05.13_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.05.13_LiverpoolMercuryetc_0007,1885.02.07_ThePrestonGuardianetc_0002
1885.05.13_LiverpoolMercuryetc_0008,1885.02.05_GlasgowHerald_0003
1885.05.13_NorthernEcho_0002,1885.02.26_GlasgowHerald_0003
1885.05.13_TheBelfastNews-Letter_0006,1885.02.23_GlasgowHerald_0005
1885.05.13_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.13_TheDerbyMercury_0001,1885.02.14_NorthWalesChronicle_0008
1885.05.13_TheLeedsMercury_0006,1885.02.24_LiverpoolMercuryetc_0008
1885.05.13_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1885.02.28_TheIpswichJournal_0002
1885.05.13_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1885.02.11_TheDerbyMercury_0007
1885.05.13_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004,1885.02.04_TheDerbyMercury_0007
1885.05.13_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0007,1885.02.07_ThePrestonGuardianetc_0005
1885.05.13_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1885.02.14_TheIpswichJournal_0008
1885.05.13_WesternMail_0004,1885.02.02_TheBristolMercuryandDailyPost_0004
1885.05.14_AberdeenWeeklyJournal_0003,1885.02.07_LiverpoolMercuryetc_0008
1885.05.14_AberdeenWeeklyJournal_0008,1885.02.27_TheHullPacketandEastRidingTimes_0002
1885.05.14_BirminghamDailyPost_0006,1885.02.02_GlasgowHerald_0005
1885.05.14_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.24_GlasgowHerald_0007
1885.05.14_Freeman'sJournalandDailyCommercialAdvertiser_0007,1885.02.06_BirminghamDailyPost_0007
1885.05.14_GlasgowHerald_0002,1885.02.14_NorthWalesChronicle_0002
1885.05.14_GlasgowHerald_0007,1885.02.07_LiverpoolMercuryetc_0008
1885.05.14_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.05.14_LiverpoolMercuryetc_0008,1885.02.26_GlasgowHerald_0003
1885.05.14_NorthernEcho_0002,1885.02.26_GlasgowHerald_0003
1885.05.14_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.14_TheLeedsMercury_0006,1885.02.20_LiverpoolMercuryetc_0008
1885.05.14_WesternMail_0004,1885.02.02_TheBristolMercuryandDailyPost_0004
1885.05.15_AberdeenWeeklyJournal_0003,1885.02.20_LiverpoolMercuryetc_0008
1885.05.15_BirminghamDailyPost_0006,1885.02.13_LiverpoolMercuryetc_0008
1885.05.15_BirminghamDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.15_DailyNews_0002,1885.02.02_GlasgowHerald_0005
1885.05.15_Freeman'sJournalandDailyCommercialAdvertiser_0007,1885.02.06_BirminghamDailyPost_0007
1885.05.15_GlasgowHerald_0005,1885.02.20_LiverpoolMercuryetc_0008
1885.05.15_LiverpoolMercuryetc_0006,1885.02.05_GlasgowHerald_0003
1885.05.15_LiverpoolMercuryetc_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.15_LiverpoolMercuryetc_0008,1885.02.27_GlasgowHerald_0005
1885.05.15_NorthernEcho_0004,1885.02.06_TheLeedsMercury_0007
1885.05.15_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.15_TheHullPacketandEastRidingTimes_0002,1885.02.14_ThePrestonGuardianetc_0008
1885.05.15_TheHullPacketandEastRidingTimes_0003,1885.02.21_TheIpswichJournal_0006
1885.05.15_TheHullPacketandEastRidingTimes_0004,1885.02.28_ThePrestonGuardianetc_0007
1885.05.15_TheHullPacketandEastRidingTimes_0006,1885.02.25_BaneracAmserauCymru_0015
1885.05.15_TheHullPacketandEastRidingTimes_0007,1885.02.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008
1885.05.15_TheLeedsMercury_0001,1885.02.12_GlasgowHerald_0002
1885.05.15_TheLeedsMercury_0003,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.15_TheLeedsMercury_0006,1885.02.21_LiverpoolMercuryetc_0008
1885.05.15_ThePallMallGazette_0014,1885.02.12_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.05.15_WesternMail_0004,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.16_AberdeenWeeklyJournal_0008,1885.02.27_TheHullPacketandEastRidingTimes_0002
1885.05.16_BirminghamDailyPost_0006,1885.02.02_LiverpoolMercuryetc_0008
1885.05.16_DailyNews_0006,1885.02.26_BirminghamDailyPost_0006
1885.05.16_GlasgowHerald_0003,1885.02.23_TheLeedsMercury_0006
1885.05.16_GlasgowHerald_0008,1885.02.21_TheIpswichJournal_0002
1885.05.16_HampshireTelegraphandSussexChronicleetc_0003,1885.02.21_TheIllustratedPoliceNewsetc_0004
1885.05.16_Jackson'sOxfordJournal_0002,1885.02.28_TheIpswichJournal_0002
1885.05.16_LiverpoolMercuryetc_0006,1885.02.05_GlasgowHerald_0003
1885.05.16_LiverpoolMercuryetc_0008,1885.02.02_GlasgowHerald_0005
1885.05.16_NorthernEcho_0002,1885.02.23_GlasgowHerald_0005
1885.05.16_NorthWalesChronicle_0001,1885.02.14_TheIpswichJournal_0002
1885.05.16_NorthWalesChronicle_0002,1885.02.27_TheHullPacketandEastRidingTimes_0002
1885.05.16_NorthWalesChronicle_0003,1885.02.14_TheIpswichJournal_0007
1885.05.16_NorthWalesChronicle_0008,1885.02.28_ThePrestonGuardianetc_0007
1885.05.16_TheBelfastNews-Letter_0006,1885.02.06_TheLeedsMercury_0006
1885.05.16_TheBristolMercuryandDailyPost_0007,1885.02.21_ThePrestonGuardianetc_0007
1885.05.16_TheIpswichJournal_0002,1885.02.28_Jackson'sOxfordJournal_0002
1885.05.16_TheIpswichJournal_0007,1885.02.07_ThePrestonGuardianetc_0005
1885.05.16_TheLeedsMercury_0010,1885.02.23_GlasgowHerald_0005
1885.05.16_TheLeedsMercury_S0007,1885.02.07_HampshireTelegraphandSussexChronicleetc_0003
1885.05.16_ThePrestonGuardianetc_0002,1885.02.28_TheIpswichJournal_0003
1885.05.16_ThePrestonGuardianetc_0004,1885.02.04_TheDerbyMercury_0007
1885.05.16_ThePrestonGuardianetc_0008,1885.02.21_HampshireTelegraphandSussexChronicleetc_0012
1885.05.16_WesternMail_0004,1885.02.07_TheBristolMercuryandDailyPost_0003
1885.05.16_YGoleuad_0016,1885.02.04_TheDerbyMercury_0007
1885.05.17_Reynolds'sNewspaper_0007,1885.02.28_TheIpswichJournal_0002
1885.05.18_AberdeenWeeklyJournal_0003,1885.02.06_TheLeedsMercury_0006
1885.05.18_BirminghamDailyPost_0006,1885.02.23_GlasgowHerald_0005
1885.05.18_GlasgowHerald_0003,1885.02.14_NorthWalesChronicle_0002
1885.05.18_GlasgowHerald_0005,1885.02.07_LiverpoolMercuryetc_0008
1885.05.18_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.05.18_LiverpoolMercuryetc_0008,1885.02.02_GlasgowHerald_0005
1885.05.18_NorthernEcho_0002,1885.02.09_GlasgowHerald_0005
1885.05.18_TheBristolMercuryandDailyPost_0007,1885.02.02_GlasgowHerald_0005
1885.05.18_TheLeedsMercury_0006,1885.02.17_AberdeenWeeklyJournal_0003
1885.05.19_AberdeenWeeklyJournal_0003,1885.02.18_GlasgowHerald_0005
