1882.02.02_BirminghamDailyPost_0005,1882.02.01_ThePallMallGazette_0007
1882.04.25_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.04.25_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.04.25_TheLeedsMercury_0006,1882.02.04_TheBelfastNews-Letter_0006
1882.04.25_WesternMail_0004,1882.02.23_TheBristolMercuryandDailyPost_0007
1882.04.26_AberdeenWeeklyJournal_0003,1882.02.24_LiverpoolMercuryetc_0008
1882.04.26_BaneracAmserauCymru_0012,1882.02.25_YGoleuad_0014
1882.04.26_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.04.26_DailyNews_0003,1882.02.07_TheBelfastNews-Letter_0006
1882.04.26_GlasgowHerald_0005,1882.02.28_LiverpoolMercuryetc_0008
1882.04.26_LiverpoolMercuryetc_0006,1882.02.03_TheBristolMercuryandDailyPost_0007
1882.04.26_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.04.26_TheBelfastNews-Letter_0006,1882.02.08_LiverpoolMercuryetc_0008
1882.04.26_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.04.26_TheDerbyMercury_0001,1882.02.18_HampshireTelegraphandSussexChronicleetc_0004
1882.04.26_TheDerbyMercury_0004,1882.02.04_Jackson'sOxfordJournal_0002
1882.04.26_TheDerbyMercury_0005,1882.02.10_BirminghamDailyPost_0001
1882.04.26_TheDerbyMercury_0007,1882.02.17_TheHullPacketandEastRidingTimes_0004
1882.04.26_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.04.26_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.04.26_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.04.26_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.04.26_WesternMail_0004,1882.02.28_LiverpoolMercuryetc_0008
1882.04.27_AberdeenWeeklyJournal_0004,1882.02.25_LiverpoolMercuryetc_0008
1882.04.27_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.04.27_DailyNews_0003,1882.02.09_LiverpoolMercuryetc_0008
1882.04.27_GlasgowHerald_0007,1882.02.24_BirminghamDailyPost_0006
1882.04.27_LiverpoolMercuryetc_0006,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.04.27_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.04.27_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.04.27_TheBristolMercuryandDailyPost_0007,1882.02.09_LiverpoolMercuryetc_0008
1882.04.27_TheLeedsMercury_0004,1882.02.08_LiverpoolMercuryetc_0008
1882.04.27_TheLeedsMercury_0006,1882.02.07_LiverpoolMercuryetc_0008
1882.04.27_WesternMail_0004,1882.02.16_TheBristolMercuryandDailyPost_0007
1882.04.28_AberdeenWeeklyJournal_0003,1882.02.25_LiverpoolMercuryetc_0008
1882.04.28_BirminghamDailyPost_0005,1882.02.02_WesternMail_0004
1882.04.28_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.04.28_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.25_TheBelfastNews-Letter_0006
1882.04.28_GlasgowHerald_0005,1882.02.28_LiverpoolMercuryetc_0008
1882.04.28_LiverpoolMercuryetc_0008,1882.02.23_TheLeedsMercury_0006
1882.04.28_TheBelfastNews-Letter_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.04.28_TheBristolMercuryandDailyPost_0006,1882.02.02_WesternMail_0004
1882.04.28_TheBristolMercuryandDailyPost_0007,1882.02.09_LiverpoolMercuryetc_0008
1882.04.28_TheHullPacketandEastRidingTimes_0001,1882.02.25_TheIpswichJournal_0006
1882.04.28_TheHullPacketandEastRidingTimes_0002,1882.02.11_Jackson'sOxfordJournal_0002
1882.04.28_TheHullPacketandEastRidingTimes_0004,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.04.28_TheLeedsMercury_0001,1882.02.14_LiverpoolMercuryetc_0008
1882.04.28_TheLeedsMercury_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.04.28_TheLeedsMercury_0007,1882.02.25_HampshireTelegraphandSussexChronicleetc_0006
1882.04.28_WesternMail_0004,1882.02.24_LiverpoolMercuryetc_0008
1882.04.29_BirminghamDailyPost_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.04.29_DailyNews_0003,1882.02.09_LiverpoolMercuryetc_0008
1882.04.29_GlasgowHerald_0005,1882.02.22_LiverpoolMercuryetc_0008
1882.04.29_HampshireTelegraphandSussexChronicleetc_0003,1882.02.04_Jackson'sOxfordJournal_0002
1882.04.29_Jackson'sOxfordJournal_0002,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.04.29_Jackson'sOxfordJournal_0003,1882.02.25_HampshireTelegraphandSussexChronicleetc_0006
1882.04.29_LiverpoolMercuryetc_0006,1882.02.07_TheBristolMercuryandDailyPost_0007
1882.04.29_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.04.29_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.04.29_TheBristolMercuryandDailyPost_0002,1882.02.25_Jackson'sOxfordJournal_0003
1882.04.29_TheBristolMercuryandDailyPost_0003,1882.02.25_Jackson'sOxfordJournal_0002
1882.04.29_TheBristolMercuryandDailyPost_0007,1882.02.25_TheIpswichJournal_0009
1882.04.29_TheBristolMercuryandDailyPost_S0007,1882.02.22_LiverpoolMercuryetc_0008
1882.04.29_TheEra_0003,1882.02.18_TheIpswichJournal_S0004
1882.04.29_TheIllustratedPoliceNewsetc_0004,1882.02.12_Lloyd'sWeeklyNewspaper_0008
1882.04.29_TheIpswichJournal_0002,1882.02.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.04.29_TheIpswichJournal_0009,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.04.29_TheLeedsMercury_0005,1882.02.17_BirminghamDailyPost_0006
1882.04.29_TheLeedsMercury_0011,1882.02.25_LiverpoolMercuryetc_0008
1882.04.29_WesternMail_0004,1882.02.08_LiverpoolMercuryetc_0008
1882.04.30_Lloyd'sWeeklyNewspaper_0003,1882.02.05_Reynolds'sNewspaper_0005
1882.04.30_Reynolds'sNewspaper_0006,1882.02.26_Lloyd'sWeeklyNewspaper_0008
1882.05.01_AberdeenWeeklyJournal_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.05.01_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.05.01_DailyNews_0006,1882.02.15_LiverpoolMercuryetc_0008
1882.05.01_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.02.04_TheBelfastNews-Letter_0002
1882.05.01_LiverpoolMercuryetc_0006,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.05.01_LiverpoolMercuryetc_0008,1882.02.06_BirminghamDailyPost_0006
1882.05.01_TheBelfastNews-Letter_0006,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.05.01_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.05.01_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.01_TheLeedsMercury_0004,1882.02.06_LiverpoolMercuryetc_0006
1882.05.01_TheLeedsMercury_0006,1882.02.27_LiverpoolMercuryetc_0008
1882.05.01_WesternMail_0004,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.05.02_Freeman'sJournalandDailyCommercialAdvertiser_0002,1882.02.03_TheHullPacketandEastRidingTimes_0004
1882.05.02_LiverpoolMercuryetc_0006,1882.02.28_TheBristolMercuryandDailyPost_0007
1882.05.02_TheBristolMercuryandDailyPost_0007,1882.02.06_WesternMail_0004
1882.05.02_TheIpswichJournal_0004,1882.02.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.05.02_TheLeedsMercury_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.05.02_TheLeedsMercury_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.05.02_WesternMail_0004,1882.02.10_LiverpoolMercuryetc_0008
1882.05.03_AberdeenWeeklyJournal_0003,1882.02.04_TheBelfastNews-Letter_0006
1882.05.03_AberdeenWeeklyJournal_0005,1882.02.09_LiverpoolMercuryetc_0006
1882.05.03_BaneracAmserauCymru_0012,1882.02.25_YGoleuad_0014
1882.05.03_BaneracAmserauCymru_0016,1882.02.04_YGoleuad_0016
1882.05.03_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.05.03_DailyNews_0007,1882.02.28_LiverpoolMercuryetc_0008
1882.05.03_GlasgowHerald_0005,1882.02.09_LiverpoolMercuryetc_0008
1882.05.03_LiverpoolMercuryetc_0008,1882.02.01_TheLeedsMercury_0006
1882.05.03_TheBelfastNews-Letter_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.05.03_TheBristolMercuryandDailyPost_0007,1882.02.25_TheBelfastNews-Letter_0006
1882.05.03_TheDerbyMercury_0001,1882.02.04_TheIpswichJournal_0003
1882.05.03_TheDerbyMercury_0004,1882.02.25_TheEra_0002
1882.05.03_TheDerbyMercury_0007,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.05.03_TheLeedsMercury_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.05.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.05.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1882.02.04_TheIpswichJournal_0007
1882.05.03_WesternMail_0001,1882.02.21_TheBelfastNews-Letter_0002
1882.05.03_WesternMail_0004,1882.02.15_LiverpoolMercuryetc_0008
1882.05.04_AberdeenWeeklyJournal_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.05.04_BirminghamDailyPost_0005,1882.02.17_LiverpoolMercuryetc_0008
1882.05.04_DailyNews_0003,1882.02.09_LiverpoolMercuryetc_0008
1882.05.04_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.04_TheBelfastNews-Letter_0006
1882.05.04_GlasgowHerald_0007,1882.02.03_BirminghamDailyPost_0006
1882.05.04_LiverpoolMercuryetc_0006,1882.02.06_TheBelfastNews-Letter_0006
1882.05.04_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.05.04_TheBelfastNews-Letter_0002,1882.02.04_TheIpswichJournal_0006
1882.05.04_TheBelfastNews-Letter_0003,1882.02.10_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.05.04_TheBelfastNews-Letter_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.05.04_TheBelfastNews-Letter_0007,1882.02.20_Freeman'sJournalandDailyCommercialAdvertiser_0006
1882.05.04_TheBristolMercuryandDailyPost_0007,1882.02.24_LiverpoolMercuryetc_0008
1882.05.04_TheLeedsMercury_0004,1882.02.22_LiverpoolMercuryetc_0008
1882.05.04_TheLeedsMercury_0006,1882.02.04_TheBelfastNews-Letter_0006
1882.05.04_WesternMail_0004,1882.02.14_LiverpoolMercuryetc_0008
1882.05.05_AberdeenWeeklyJournal_0003,1882.02.28_LiverpoolMercuryetc_0008
1882.05.05_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.05.05_DailyNews_0007,1882.02.17_BirminghamDailyPost_0006
1882.05.05_GlasgowHerald_0005,1882.02.17_BirminghamDailyPost_0006
1882.05.05_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.05.05_TheBelfastNews-Letter_0003,1882.02.10_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.05.05_TheBelfastNews-Letter_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.05.05_TheBristolMercuryandDailyPost_0007,1882.02.07_LiverpoolMercuryetc_0008
1882.05.05_TheHullPacketandEastRidingTimes_0001,1882.02.25_TheIpswichJournal_0006
1882.05.05_TheHullPacketandEastRidingTimes_0002,1882.02.11_Jackson'sOxfordJournal_0002
1882.05.05_TheHullPacketandEastRidingTimes_0004,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.05.05_TheLeedsMercury_0001,1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.05.05_TheLeedsMercury_0002,1882.02.11_HampshireTelegraphandSussexChronicleetc_0006
1882.05.05_WesternMail_0004,1882.02.17_TheBristolMercuryandDailyPost_0007
1882.05.06_AberdeenWeeklyJournal_0003,1882.02.24_LiverpoolMercuryetc_0008
1882.05.06_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.05.06_GlasgowHerald_0003,1882.02.07_LiverpoolMercuryetc_0008
1882.05.06_HampshireTelegraphandSussexChronicleetc_0003,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.06_Jackson'sOxfordJournal_0002,1882.02.24_TheHullPacketandEastRidingTimes_0002
1882.05.06_Jackson'sOxfordJournal_0004,1882.02.01_TheDerbyMercury_0001
1882.05.06_LiverpoolMercuryetc_0006,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.05.06_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.05.06_TheBelfastNews-Letter_0003,1882.02.10_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.05.06_TheBelfastNews-Letter_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.05.06_TheBristolMercuryandDailyPost_0003,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.06_TheBristolMercuryandDailyPost_0007,1882.02.25_TheIpswichJournal_0009
1882.05.06_TheIpswichJournal_0002,1882.02.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.05.06_TheIpswichJournal_0006,1882.02.03_TheHullPacketandEastRidingTimes_0001
1882.05.06_TheIpswichJournal_0007,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.05.06_TheLeedsMercury_0006,1882.02.25_LiverpoolMercuryetc_0006
1882.05.06_TheLeedsMercury_0010,1882.02.04_TheBelfastNews-Letter_0006
1882.05.06_WesternMail_0004,1882.02.23_LiverpoolMercuryetc_0008
1882.05.07_Lloyd'sWeeklyNewspaper_0008,1882.02.17_TheHullPacketandEastRidingTimes_0007
1882.05.07_Reynolds'sNewspaper_0006,1882.02.26_Lloyd'sWeeklyNewspaper_0008
1882.05.07_Reynolds'sNewspaper_0008,1882.02.20_LiverpoolMercuryetc_0008
1882.05.08_AberdeenWeeklyJournal_0003,1882.02.04_LiverpoolMercuryetc_0008
1882.05.08_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.05.08_BirminghamDailyPost_0007,1882.02.11_Jackson'sOxfordJournal_0002
1882.05.08_GlasgowHerald_0005,1882.02.11_LiverpoolMercuryetc_0008
1882.05.08_LiverpoolMercuryetc_0006,1882.02.06_TheBelfastNews-Letter_0006
1882.05.08_LiverpoolMercuryetc_0008,1882.02.06_TheLeedsMercury_0006
1882.05.08_TheBelfastNews-Letter_0002,1882.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.05.08_TheBelfastNews-Letter_0003,1882.02.17_TheBristolMercuryandDailyPost_0007
1882.05.08_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.05.08_TheLeedsMercury_0001,1882.02.04_Jackson'sOxfordJournal_0002
1882.05.08_TheLeedsMercury_0003,1882.02.28_LiverpoolMercuryetc_0008
1882.05.08_TheLeedsMercury_0008,1882.02.25_LiverpoolMercuryetc_0008
1882.05.08_WesternMail_0004,1882.02.16_TheBristolMercuryandDailyPost_0007
1882.05.09_AberdeenWeeklyJournal_0004,1882.02.21_GlasgowHerald_0007
1882.05.09_BirminghamDailyPost_0006,1882.02.07_GlasgowHerald_0003
1882.05.09_GlasgowHerald_0003,1882.02.15_LiverpoolMercuryetc_0008
1882.05.09_LiverpoolMercuryetc_0006,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.05.09_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.05.09_TheBelfastNews-Letter_0003,1882.02.08_LiverpoolMercuryetc_0008
1882.05.09_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.05.09_TheLeedsMercury_0007,1882.02.07_LiverpoolMercuryetc_0008
1882.05.09_WesternMail_0004,1882.02.03_TheBristolMercuryandDailyPost_0007
1882.05.10_AberdeenWeeklyJournal_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.05.10_BaneracAmserauCymru_0012,1882.02.25_YGoleuad_0014
1882.05.10_BaneracAmserauCymru_0016,1882.02.04_YGoleuad_0016
1882.05.10_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.05.10_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.02.27_TheBelfastNews-Letter_0002
1882.05.10_GlasgowHerald_0005,1882.02.28_LiverpoolMercuryetc_0008
1882.05.10_LiverpoolMercuryetc_0006,1882.02.01_TheLeedsMercury_0004
1882.05.10_LiverpoolMercuryetc_0008,1882.02.01_TheLeedsMercury_0006
1882.05.10_TheBelfastNews-Letter_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.05.10_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.05.10_TheDerbyMercury_0001,1882.02.18_TheIpswichJournal_0003
1882.05.10_TheDerbyMercury_0004,1882.02.25_TheEra_0002
1882.05.10_TheDerbyMercury_0007,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.10_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.10_TheLeedsMercury_0004,1882.02.28_LiverpoolMercuryetc_0006
1882.05.10_TheLeedsMercury_0007,1882.02.10_LiverpoolMercuryetc_0008
1882.05.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.05.10_WesternMail_0004,1882.02.08_LiverpoolMercuryetc_0008
1882.05.11_AberdeenWeeklyJournal_0004,1882.02.28_LiverpoolMercuryetc_0008
1882.05.11_BirminghamDailyPost_0006,1882.02.08_LiverpoolMercuryetc_0008
1882.05.11_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.04_TheBelfastNews-Letter_0006
1882.05.11_GlasgowHerald_0003,1882.02.08_LiverpoolMercuryetc_0008
1882.05.11_LiverpoolMercuryetc_0006,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.05.11_LiverpoolMercuryetc_0008,1882.02.04_TheBelfastNews-Letter_0006
1882.05.11_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.05.11_TheBristolMercuryandDailyPost_0007,1882.02.08_LiverpoolMercuryetc_0008
1882.05.11_TheLeedsMercury_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.05.11_TheLeedsMercury_0006,1882.02.15_LiverpoolMercuryetc_0008
1882.05.11_ThePallMallGazette_0009,1882.02.25_LiverpoolMercuryetc_0008
1882.05.11_WesternMail_0004,1882.02.23_TheBristolMercuryandDailyPost_0007
1882.05.12_AberdeenWeeklyJournal_0003,1882.02.10_LiverpoolMercuryetc_0008
1882.05.12_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.05.12_DailyNews_0002,1882.02.03_BirminghamDailyPost_0006
1882.05.12_GlasgowHerald_0005,1882.02.17_BirminghamDailyPost_0006
1882.05.12_LiverpoolMercuryetc_0006,1882.02.09_TheBristolMercuryandDailyPost_0007
1882.05.12_TheBelfastNews-Letter_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.05.12_TheBristolMercuryandDailyPost_0007,1882.02.24_LiverpoolMercuryetc_0008
1882.05.12_TheHullPacketandEastRidingTimes_0001,1882.02.11_TheIpswichJournal_0006
1882.05.12_TheHullPacketandEastRidingTimes_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.12_TheHullPacketandEastRidingTimes_0004,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.05.12_TheLeedsMercury_0001,1882.02.04_Jackson'sOxfordJournal_0002
1882.05.12_TheLeedsMercury_0002,1882.02.25_HampshireTelegraphandSussexChronicleetc_0006
1882.05.12_TheLeedsMercury_0004,1882.02.28_LiverpoolMercuryetc_0008
1882.05.12_TheLeedsMercury_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.05.12_WesternMail_0004,1882.02.25_TheBelfastNews-Letter_0006
1882.05.13_AberdeenWeeklyJournal_0003,1882.02.04_LiverpoolMercuryetc_0008
1882.05.13_BirminghamDailyPost_0006,1882.02.08_TheLeedsMercury_0006
1882.05.13_GlasgowHerald_0003,1882.02.09_LiverpoolMercuryetc_0008
1882.05.13_HampshireTelegraphandSussexChronicleetc_0002,1882.02.03_TheHullPacketandEastRidingTimes_0004
1882.05.13_HampshireTelegraphandSussexChronicleetc_0006,1882.02.20_TheLeedsMercury_0007
1882.05.13_HampshireTelegraphandSussexChronicleetc_0007,1882.02.17_TheHullPacketandEastRidingTimes_0007
1882.05.13_Jackson'sOxfordJournal_0002,1882.02.24_TheHullPacketandEastRidingTimes_0002
1882.05.13_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.05.13_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.05.13_TheBristolMercuryandDailyPost_0003,1882.02.11_Jackson'sOxfordJournal_0002
1882.05.13_TheBristolMercuryandDailyPost_S0007,1882.02.22_LiverpoolMercuryetc_0008
1882.05.13_TheEra_0003,1882.02.18_TheIpswichJournal_S0004
1882.05.13_TheGraphic_0030,1882.02.15_TheDerbyMercury_0004
1882.05.13_TheIpswichJournal_0002,1882.02.04_Jackson'sOxfordJournal_0002
1882.05.13_TheIpswichJournal_0006,1882.02.03_TheHullPacketandEastRidingTimes_0001
1882.05.13_TheIpswichJournal_0007,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.05.13_TheLeedsMercury_0006,1882.02.18_LiverpoolMercuryetc_0006
1882.05.13_TheLeedsMercury_0011,1882.02.08_LiverpoolMercuryetc_0008
1882.05.13_TheLeedsMercury_S0004,1882.02.10_BirminghamDailyPost_0001
1882.05.13_TheLeedsMercury_S0007,1882.02.28_TheIpswichJournal_0004
1882.05.13_WesternMail_0004,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.05.13_YGoleuad_0016,1882.02.22_BaneracAmserauCymru_0016
1882.05.14_Reynolds'sNewspaper_0006,1882.02.26_Lloyd'sWeeklyNewspaper_0008
1882.05.15_AberdeenWeeklyJournal_0003,1882.02.04_LiverpoolMercuryetc_0008
1882.05.15_AberdeenWeeklyJournal_0004,1882.02.01_TheDerbyMercury_0007
1882.05.15_BirminghamDailyPost_0006,1882.02.06_TheBelfastNews-Letter_0006
1882.05.15_BirminghamDailyPost_0007,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.15_DailyNews_0003,1882.02.09_LiverpoolMercuryetc_0008
1882.05.15_LiverpoolMercuryetc_0006,1882.02.06_TheBelfastNews-Letter_0006
1882.05.15_LiverpoolMercuryetc_0008,1882.02.20_TheBelfastNews-Letter_0006
1882.05.15_TheBelfastNews-Letter_0006,1882.02.27_LiverpoolMercuryetc_0008
1882.05.15_TheBristolMercuryandDailyPost_0002,1882.02.25_TheIpswichJournal_0006
1882.05.15_TheBristolMercuryandDailyPost_0007,1882.02.10_LiverpoolMercuryetc_0008
1882.05.15_TheLeedsMercury_0006,1882.02.27_LiverpoolMercuryetc_0008
1882.05.15_WesternMail_0004,1882.02.23_TheBristolMercuryandDailyPost_0007
1882.05.16_AberdeenWeeklyJournal_0004,1882.02.23_LiverpoolMercuryetc_0008
1882.05.16_BirminghamDailyPost_0008,1882.02.04_TheEra_0003
1882.05.16_DailyNews_0002,1882.02.20_LiverpoolMercuryetc_0008
1882.05.16_Freeman'sJournalandDailyCommercialAdvertiser_0002,1882.02.03_TheHullPacketandEastRidingTimes_0004
1882.05.16_GlasgowHerald_0007,1882.02.10_LiverpoolMercuryetc_0008
1882.05.16_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.05.16_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.05.16_TheBristolMercuryandDailyPost_0007,1882.02.09_LiverpoolMercuryetc_0008
1882.05.16_TheLeedsMercury_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.05.16_WesternMail_0004,1882.02.10_LiverpoolMercuryetc_0008
1882.05.17_AberdeenWeeklyJournal_0003,1882.02.04_LiverpoolMercuryetc_0008
1882.05.17_BaneracAmserauCymru_0012,1882.02.25_YGoleuad_0014
1882.05.17_BaneracAmserauCymru_0016,1882.02.04_YGoleuad_0016
1882.05.17_BirminghamDailyPost_0004,1882.02.10_TheBristolMercuryandDailyPost_0006
1882.05.17_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.05.17_DailyNews_0003,1882.02.22_LiverpoolMercuryetc_0008
1882.05.17_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.05.17_TheBelfastNews-Letter_0001,1882.02.22_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.05.17_TheBelfastNews-Letter_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.05.17_TheBristolMercuryandDailyPost_0007,1882.02.10_LiverpoolMercuryetc_0008
1882.05.17_TheDerbyMercury_0001,1882.02.11_Jackson'sOxfordJournal_0002
1882.05.17_TheDerbyMercury_0004,1882.02.25_TheEra_0002
1882.05.17_TheDerbyMercury_0007,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.05.17_TheLeedsMercury_0006,1882.02.15_LiverpoolMercuryetc_0008
1882.05.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.05.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1882.02.04_TheIpswichJournal_0007
1882.05.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006,1882.02.04_TheBristolMercuryandDailyPost_0006
1882.05.17_WesternMail_0004,1882.02.28_LiverpoolMercuryetc_0008
1882.05.18_AberdeenWeeklyJournal_0004,1882.02.28_LiverpoolMercuryetc_0008
1882.05.18_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.05.18_DailyNews_0002,1882.02.06_BirminghamDailyPost_0006
1882.05.18_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.02.03_TheBelfastNews-Letter_0001
1882.05.18_GlasgowHerald_0003,1882.02.25_LiverpoolMercuryetc_0008
1882.05.18_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.05.18_TheBelfastNews-Letter_0002,1882.02.04_TheIpswichJournal_0006
1882.05.18_TheBelfastNews-Letter_0003,1882.02.08_LiverpoolMercuryetc_0003
1882.05.18_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.05.18_TheBelfastNews-Letter_0007,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
