Perfect_Match	Left_Match	Right_Match	Target_Year	Target_Month	Target_Day	Target	Target_Page	Source_Year	Source_Month	Source_Day	Source	Source_Page
288	425	443	1806	9	27	TheNewcastleCourantetc	2	1806	9	18	CaledonianMercury	1
220	324	337	1806	9	27	TheNewcastleCourantetc	2	1806	9	20	CaledonianMercury	1
353	589	583	1806	9	27	TheNewcastleCourantetc	2	1806	9	20	TheNewcastleCourantetc	2
208	286	303	1806	9	27	TheNewcastleCourantetc	2	1806	9	25	CaledonianMercury	2
229	366	370	1806	9	27	TheNewcastleCourantetc	2	1806	9	25	Trewman'sExeterFlyingPost	3
253	384	415	1806	9	27	TheNewcastleCourantetc	2	1806	9	27	Jackson'sOxfordJournal	1
466	784	785	1806	9	27	TheNewcastleCourantetc	3	1806	9	13	TheNewcastleCourantetc	1
536	877	873	1806	9	27	TheNewcastleCourantetc	3	1806	9	13	TheNewcastleCourantetc	3
296	493	502	1806	9	27	TheNewcastleCourantetc	3	1806	9	20	TheNewcastleCourantetc	1
397	650	667	1806	9	27	TheNewcastleCourantetc	3	1806	9	20	TheNewcastleCourantetc	3
308	374	395	1806	9	27	TheNewcastleCourantetc	4	1806	9	25	CaledonianMercury	4
317	516	533	1806	9	27	TheNewcastleCourantetc	4	1806	9	27	CaledonianMercury	2
325	464	451	1806	9	29	CaledonianMercury	1	1806	1	2	CaledonianMercury	1
215	275	267	1806	9	29	CaledonianMercury	1	1806	1	9	CaledonianMercury	1
250	343	326	1806	9	29	CaledonianMercury	1	1806	1	16	CaledonianMercury	3
280	367	345	1806	9	29	CaledonianMercury	1	1806	3	20	CaledonianMercury	1
254	342	317	1806	9	29	CaledonianMercury	1	1806	3	29	CaledonianMercury	1
257	328	307	1806	9	29	CaledonianMercury	1	1806	4	12	CaledonianMercury	3
216	304	309	1806	9	29	CaledonianMercury	1	1806	5	15	CaledonianMercury	4
291	406	380	1806	9	29	CaledonianMercury	1	1806	6	2	CaledonianMercury	4
338	430	417	1806	9	29	CaledonianMercury	1	1806	6	12	CaledonianMercury	1
231	278	265	1806	9	29	CaledonianMercury	1	1806	6	23	CaledonianMercury	1
291	396	383	1806	9	29	CaledonianMercury	1	1806	6	23	CaledonianMercury	4
269	357	340	1806	9	29	CaledonianMercury	1	1806	6	26	CaledonianMercury	1
268	347	339	1806	9	29	CaledonianMercury	1	1806	6	26	CaledonianMercury	4
281	388	371	1806	9	29	CaledonianMercury	1	1806	6	28	CaledonianMercury	1
309	441	427	1806	9	29	CaledonianMercury	1	1806	6	30	CaledonianMercury	1
306	405	380	1806	9	29	CaledonianMercury	1	1806	7	3	CaledonianMercury	1
370	502	486	1806	9	29	CaledonianMercury	1	1806	7	5	CaledonianMercury	1
403	568	535	1806	9	29	CaledonianMercury	1	1806	7	7	CaledonianMercury	1
378	510	491	1806	9	29	CaledonianMercury	1	1806	7	28	CaledonianMercury	1
415	566	567	1806	9	29	CaledonianMercury	1	1806	8	11	CaledonianMercury	1
211	293	284	1806	9	29	CaledonianMercury	1	1806	8	16	CaledonianMercury	1
255	346	349	1806	9	29	CaledonianMercury	1	1806	8	18	CaledonianMercury	1
222	304	302	1806	9	29	CaledonianMercury	1	1806	8	21	CaledonianMercury	1
217	302	306	1806	9	29	CaledonianMercury	1	1806	8	23	CaledonianMercury	1
503	696	693	1806	9	29	CaledonianMercury	1	1806	8	25	CaledonianMercury	1
277	353	365	1806	9	29	CaledonianMercury	1	1806	8	28	CaledonianMercury	1
221	343	335	1806	9	29	CaledonianMercury	1	1806	8	30	CaledonianMercury	1
298	443	456	1806	9	29	CaledonianMercury	1	1806	9	1	CaledonianMercury	1
263	366	357	1806	9	29	CaledonianMercury	1	1806	9	4	CaledonianMercury	1
264	375	375	1806	9	29	CaledonianMercury	1	1806	9	6	CaledonianMercury	1
381	485	457	1806	9	29	CaledonianMercury	1	1806	9	6	CaledonianMercury	4
278	399	412	1806	9	29	CaledonianMercury	1	1806	9	8	CaledonianMercury	1
211	298	290	1806	9	29	CaledonianMercury	1	1806	9	11	CaledonianMercury	1
228	318	322	1806	9	29	CaledonianMercury	1	1806	9	15	CaledonianMercury	1
336	463	473	1806	9	29	CaledonianMercury	1	1806	9	18	CaledonianMercury	1
731	999	1043	1806	9	29	CaledonianMercury	1	1806	9	20	CaledonianMercury	1
227	316	314	1806	9	29	CaledonianMercury	1	1806	9	20	CaledonianMercury	4
683	976	1022	1806	9	29	CaledonianMercury	1	1806	9	22	CaledonianMercury	1
204	277	276	1806	9	29	CaledonianMercury	1	1806	9	22	CaledonianMercury	2
707	980	979	1806	9	29	CaledonianMercury	1	1806	9	25	CaledonianMercury	1
917	1260	1240	1806	9	29	CaledonianMercury	1	1806	9	27	CaledonianMercury	1
213	310	302	1806	9	29	CaledonianMercury	1	1806	9	27	CaledonianMercury	4
483	668	663	1806	9	29	CaledonianMercury	2	1806	9	26	TheMorningChronicle	3
316	452	447	1806	9	29	CaledonianMercury	2	1806	9	27	Jackson'sOxfordJournal	3
201	325	331	1806	9	29	CaledonianMercury	4	1806	5	31	CaledonianMercury	4
440	630	632	1806	9	29	CaledonianMercury	4	1806	6	19	CaledonianMercury	4
265	374	366	1806	9	29	CaledonianMercury	4	1806	6	23	CaledonianMercury	1
211	322	337	1806	9	29	CaledonianMercury	4	1806	6	25	TheAberdeenJournal	2
231	324	328	1806	9	29	CaledonianMercury	4	1806	7	3	CaledonianMercury	3
221	290	306	1806	9	29	CaledonianMercury	4	1806	7	10	CaledonianMercury	1
358	502	507	1806	9	29	CaledonianMercury	4	1806	7	10	CaledonianMercury	4
366	500	487	1806	9	29	CaledonianMercury	4	1806	7	14	CaledonianMercury	1
329	444	453	1806	9	29	CaledonianMercury	4	1806	7	21	CaledonianMercury	1
440	616	612	1806	9	29	CaledonianMercury	4	1806	7	31	CaledonianMercury	4
257	376	378	1806	9	29	CaledonianMercury	4	1806	8	4	CaledonianMercury	4
204	290	287	1806	9	29	CaledonianMercury	4	1806	8	7	CaledonianMercury	4
289	378	369	1806	9	29	CaledonianMercury	4	1806	8	11	CaledonianMercury	4
390	557	555	1806	9	29	CaledonianMercury	4	1806	8	18	CaledonianMercury	4
250	408	412	1806	9	29	CaledonianMercury	4	1806	8	25	CaledonianMercury	1
225	324	346	1806	9	29	CaledonianMercury	4	1806	8	28	CaledonianMercury	4
224	353	358	1806	9	29	CaledonianMercury	4	1806	9	1	CaledonianMercury	4
453	604	631	1806	9	29	CaledonianMercury	4	1806	9	8	CaledonianMercury	1
225	338	343	1806	9	29	CaledonianMercury	4	1806	9	10	TheAberdeenJournal	2
1025	1305	1318	1806	9	29	CaledonianMercury	4	1806	9	11	CaledonianMercury	4
657	877	883	1806	9	29	CaledonianMercury	4	1806	9	13	CaledonianMercury	4
835	1032	1037	1806	9	29	CaledonianMercury	4	1806	9	15	CaledonianMercury	1
234	374	372	1806	9	29	CaledonianMercury	4	1806	9	15	CaledonianMercury	4
763	955	1017	1806	9	29	CaledonianMercury	4	1806	9	20	CaledonianMercury	4
566	756	786	1806	9	29	CaledonianMercury	4	1806	9	22	CaledonianMercury	1
304	471	468	1806	9	29	CaledonianMercury	4	1806	9	22	CaledonianMercury	2
517	675	702	1806	9	29	CaledonianMercury	4	1806	9	25	CaledonianMercury	4
220	336	337	1806	9	29	HampshireTelegraphandSussexChronicleetc	1	1806	9	1	HampshireTelegraphandSussexChronicleetc	1
308	508	495	1806	9	29	HampshireTelegraphandSussexChronicleetc	1	1806	9	15	HampshireTelegraphandSussexChronicleetc	1
855	1344	1343	1806	9	29	HampshireTelegraphandSussexChronicleetc	1	1806	9	22	HampshireTelegraphandSussexChronicleetc	1
415	712	698	1806	9	29	HampshireTelegraphandSussexChronicleetc	1	1806	9	22	HampshireTelegraphandSussexChronicleetc	2
246	353	351	1806	9	29	HampshireTelegraphandSussexChronicleetc	2	1806	9	24	TheMorningChronicle	2
215	373	361	1806	9	29	HampshireTelegraphandSussexChronicleetc	3	1806	9	25	TheMorningChronicle	2
224	371	371	1806	9	29	HampshireTelegraphandSussexChronicleetc	4	1806	8	11	HampshireTelegraphandSussexChronicleetc	1
209	336	333	1806	9	29	HampshireTelegraphandSussexChronicleetc	4	1806	9	1	HampshireTelegraphandSussexChronicleetc	1
260	419	405	1806	9	29	HampshireTelegraphandSussexChronicleetc	4	1806	9	22	HampshireTelegraphandSussexChronicleetc	1
219	402	377	1806	9	29	TheMorningChronicle	1	1806	9	27	TheMorningChronicle	1
225	378	365	1806	9	29	TheMorningChronicle	4	1806	9	25	TheMorningChronicle	3
214	362	356	1806	9	30	TheMorningChronicle	4	1806	9	4	TheMorningChronicle	4
248	374	362	1806	10	1	TheAberdeenJournal	1	1806	2	5	TheAberdeenJournal	1
210	332	319	1806	10	1	TheAberdeenJournal	1	1806	4	9	TheAberdeenJournal	2
245	385	367	1806	10	1	TheAberdeenJournal	1	1806	4	23	TheAberdeenJournal	2
205	321	314	1806	10	1	TheAberdeenJournal	1	1806	5	21	TheAberdeenJournal	2
252	400	402	1806	10	1	TheAberdeenJournal	1	1806	6	11	TheAberdeenJournal	1
319	513	495	1806	10	1	TheAberdeenJournal	1	1806	6	18	TheAberdeenJournal	1
235	356	345	1806	10	1	TheAberdeenJournal	1	1806	8	27	TheAberdeenJournal	2
214	303	307	1806	10	1	TheAberdeenJournal	1	1806	9	3	TheAberdeenJournal	1
262	395	392	1806	10	1	TheAberdeenJournal	1	1806	9	4	CaledonianMercury	4
239	339	347	1806	10	1	TheAberdeenJournal	1	1806	9	10	TheAberdeenJournal	1
337	523	509	1806	10	1	TheAberdeenJournal	1	1806	9	10	TheAberdeenJournal	2
459	718	721	1806	10	1	TheAberdeenJournal	1	1806	9	17	TheAberdeenJournal	1
357	544	549	1806	10	1	TheAberdeenJournal	1	1806	9	17	TheAberdeenJournal	4
1260	1967	1991	1806	10	1	TheAberdeenJournal	1	1806	9	24	TheAberdeenJournal	1
509	763	755	1806	10	1	TheAberdeenJournal	1	1806	9	24	TheAberdeenJournal	4
520	774	767	1806	10	1	TheAberdeenJournal	3	1806	9	25	CaledonianMercury	3
295	477	467	1806	10	1	TheAberdeenJournal	3	1806	9	27	CaledonianMercury	2
233	333	345	1806	10	1	TheAberdeenJournal	4	1806	6	18	TheAberdeenJournal	2
216	352	353	1806	10	1	TheAberdeenJournal	4	1806	6	25	TheAberdeenJournal	1
286	397	410	1806	10	1	TheAberdeenJournal	4	1806	7	23	TheAberdeenJournal	4
231	361	368	1806	10	1	TheAberdeenJournal	4	1806	8	13	TheAberdeenJournal	1
225	335	324	1806	10	2	CaledonianMercury	1	1806	1	2	CaledonianMercury	1
217	330	318	1806	10	2	CaledonianMercury	1	1806	1	4	CaledonianMercury	1
263	331	328	1806	10	2	CaledonianMercury	1	1806	1	9	CaledonianMercury	1
270	373	358	1806	10	2	CaledonianMercury	1	1806	1	16	CaledonianMercury	3
280	373	356	1806	10	2	CaledonianMercury	1	1806	3	20	CaledonianMercury	1
222	335	326	1806	10	2	CaledonianMercury	1	1806	3	22	CaledonianMercury	1
290	400	387	1806	10	2	CaledonianMercury	1	1806	3	29	CaledonianMercury	1
268	352	339	1806	10	2	CaledonianMercury	1	1806	4	12	CaledonianMercury	3
260	350	341	1806	10	2	CaledonianMercury	1	1806	6	23	CaledonianMercury	4
300	377	382	1806	10	2	CaledonianMercury	1	1806	6	26	CaledonianMercury	4
327	455	451	1806	10	2	CaledonianMercury	1	1806	6	30	CaledonianMercury	1
373	499	483	1806	10	2	CaledonianMercury	1	1806	7	3	CaledonianMercury	1
374	486	485	1806	10	2	CaledonianMercury	1	1806	7	5	CaledonianMercury	1
329	463	473	1806	10	2	CaledonianMercury	1	1806	9	18	CaledonianMercury	1
222	317	320	1806	10	2	CaledonianMercury	1	1806	9	20	CaledonianMercury	1
221	298	306	1806	10	2	CaledonianMercury	1	1806	9	22	CaledonianMercury	1
472	598	605	1806	10	2	CaledonianMercury	1	1806	9	25	CaledonianMercury	1
594	775	755	1806	10	2	CaledonianMercury	1	1806	9	27	CaledonianMercury	1
1032	1390	1389	1806	10	2	CaledonianMercury	1	1806	9	29	CaledonianMercury	1
600	891	894	1806	10	2	CaledonianMercury	2	1806	9	29	TheMorningChronicle	2
419	592	601	1806	10	2	CaledonianMercury	2	1806	9	29	TheMorningChronicle	3
352	472	487	1806	10	2	CaledonianMercury	4	1806	5	12	CaledonianMercury	4
355	515	496	1806	10	2	CaledonianMercury	4	1806	5	19	CaledonianMercury	4
559	778	769	1806	10	2	CaledonianMercury	4	1806	5	26	CaledonianMercury	4
480	640	637	1806	10	2	CaledonianMercury	4	1806	5	31	CaledonianMercury	4
339	531	519	1806	10	2	CaledonianMercury	4	1806	6	2	CaledonianMercury	4
294	443	437	1806	10	2	CaledonianMercury	4	1806	6	9	CaledonianMercury	4
223	349	326	1806	10	2	CaledonianMercury	4	1806	6	14	CaledonianMercury	4
213	302	304	1806	10	2	CaledonianMercury	4	1806	6	18	TheAberdeenJournal	1
316	475	469	1806	10	2	CaledonianMercury	4	1806	6	19	CaledonianMercury	4
235	326	327	1806	10	2	CaledonianMercury	4	1806	6	21	CaledonianMercury	4
372	506	504	1806	10	2	CaledonianMercury	4	1806	6	28	CaledonianMercury	4
407	590	594	1806	10	2	CaledonianMercury	4	1806	6	30	CaledonianMercury	4
269	353	338	1806	10	2	CaledonianMercury	4	1806	7	5	CaledonianMercury	4
395	589	588	1806	10	2	CaledonianMercury	4	1806	7	7	CaledonianMercury	4
215	297	283	1806	10	2	CaledonianMercury	4	1806	7	10	CaledonianMercury	1
324	471	469	1806	10	2	CaledonianMercury	4	1806	7	10	CaledonianMercury	4
254	324	306	1806	10	2	CaledonianMercury	4	1806	7	14	CaledonianMercury	4
201	325	319	1806	10	2	CaledonianMercury	4	1806	7	17	CaledonianMercury	4
239	380	380	1806	10	2	CaledonianMercury	4	1806	7	26	CaledonianMercury	4
446	628	629	1806	10	2	CaledonianMercury	4	1806	7	28	CaledonianMercury	4
434	603	611	1806	10	2	CaledonianMercury	4	1806	8	4	CaledonianMercury	4
232	355	353	1806	10	2	CaledonianMercury	4	1806	8	9	CaledonianMercury	4
324	446	423	1806	10	2	CaledonianMercury	4	1806	8	11	CaledonianMercury	1
298	451	458	1806	10	2	CaledonianMercury	4	1806	8	14	CaledonianMercury	4
471	675	704	1806	10	2	CaledonianMercury	4	1806	8	21	CaledonianMercury	4
529	702	689	1806	10	2	CaledonianMercury	4	1806	8	25	CaledonianMercury	1
437	612	614	1806	10	2	CaledonianMercury	4	1806	8	28	CaledonianMercury	4
362	524	519	1806	10	2	CaledonianMercury	4	1806	9	1	CaledonianMercury	1
355	541	541	1806	10	2	CaledonianMercury	4	1806	9	1	CaledonianMercury	4
290	403	401	1806	10	2	CaledonianMercury	4	1806	9	4	CaledonianMercury	1
591	801	822	1806	10	2	CaledonianMercury	4	1806	9	4	CaledonianMercury	4
511	720	736	1806	10	2	CaledonianMercury	4	1806	9	8	CaledonianMercury	1
209	318	299	1806	10	2	CaledonianMercury	4	1806	9	11	CaledonianMercury	1
1074	1499	1460	1806	10	2	CaledonianMercury	4	1806	9	11	CaledonianMercury	4
1057	1491	1440	1806	10	2	CaledonianMercury	4	1806	9	13	CaledonianMercury	4
631	844	810	1806	10	2	CaledonianMercury	4	1806	9	15	CaledonianMercury	1
679	910	868	1806	10	2	CaledonianMercury	4	1806	9	18	CaledonianMercury	4
933	1281	1289	1806	10	2	CaledonianMercury	4	1806	9	20	CaledonianMercury	4
850	1178	1194	1806	10	2	CaledonianMercury	4	1806	9	22	CaledonianMercury	1
419	533	503	1806	10	2	CaledonianMercury	4	1806	9	22	CaledonianMercury	2
1194	1646	1665	1806	10	2	CaledonianMercury	4	1806	9	25	CaledonianMercury	4
432	583	592	1806	10	2	CaledonianMercury	4	1806	9	27	CaledonianMercury	4
630	852	814	1806	10	2	CaledonianMercury	4	1806	9	29	CaledonianMercury	4
234	378	366	1806	10	2	TheDerbyMercury	1	1806	1	2	TheDerbyMercury	4
281	446	458	1806	10	2	TheDerbyMercury	1	1806	9	18	TheDerbyMercury	1
224	376	374	1806	10	2	TheDerbyMercury	2	1806	9	18	TheDerbyMercury	4
215	329	359	1806	10	2	TheDerbyMercury	4	1806	8	7	TheDerbyMercury	4
287	382	398	1806	10	2	TheDerbyMercury	4	1806	9	4	TheDerbyMercury	4
361	522	520	1806	10	2	TheDerbyMercury	4	1806	9	18	TheDerbyMercury	4
245	386	399	1806	10	2	Trewman'sExeterFlyingPost	1	1806	9	18	Trewman'sExeterFlyingPost	1
276	424	429	1806	10	2	Trewman'sExeterFlyingPost	1	1806	9	25	Trewman'sExeterFlyingPost	1
363	584	574	1806	10	2	Trewman'sExeterFlyingPost	2	1806	3	27	Trewman'sExeterFlyingPost	3
316	512	515	1806	10	2	Trewman'sExeterFlyingPost	2	1806	4	3	Trewman'sExeterFlyingPost	3
322	542	539	1806	10	2	Trewman'sExeterFlyingPost	2	1806	4	10	Trewman'sExeterFlyingPost	3
280	445	442	1806	10	2	Trewman'sExeterFlyingPost	2	1806	4	17	Trewman'sExeterFlyingPost	3
402	657	652	1806	10	2	Trewman'sExeterFlyingPost	2	1806	4	24	Trewman'sExeterFlyingPost	3
212	325	328	1806	10	2	Trewman'sExeterFlyingPost	2	1806	5	1	Trewman'sExeterFlyingPost	3
301	477	465	1806	10	2	Trewman'sExeterFlyingPost	2	1806	5	8	Trewman'sExeterFlyingPost	3
257	406	414	1806	10	2	Trewman'sExeterFlyingPost	2	1806	5	15	Trewman'sExeterFlyingPost	3
355	544	542	1806	10	2	Trewman'sExeterFlyingPost	2	1806	5	22	Trewman'sExeterFlyingPost	3
303	486	488	1806	10	2	Trewman'sExeterFlyingPost	2	1806	5	29	Trewman'sExeterFlyingPost	3
316	502	496	1806	10	2	Trewman'sExeterFlyingPost	2	1806	6	12	Trewman'sExeterFlyingPost	2
330	539	529	1806	10	2	Trewman'sExeterFlyingPost	2	1806	6	19	Trewman'sExeterFlyingPost	3
280	426	421	1806	10	2	Trewman'sExeterFlyingPost	2	1806	6	26	Trewman'sExeterFlyingPost	3
285	465	471	1806	10	2	Trewman'sExeterFlyingPost	2	1806	7	3	Trewman'sExeterFlyingPost	3
289	493	489	1806	10	2	Trewman'sExeterFlyingPost	2	1806	7	10	Trewman'sExeterFlyingPost	3
201	309	307	1806	10	2	Trewman'sExeterFlyingPost	2	1806	7	24	Trewman'sExeterFlyingPost	2
330	527	528	1806	10	2	Trewman'sExeterFlyingPost	2	1806	7	31	Trewman'sExeterFlyingPost	3
274	426	422	1806	10	2	Trewman'sExeterFlyingPost	2	1806	8	21	Trewman'sExeterFlyingPost	2
231	352	357	1806	10	2	Trewman'sExeterFlyingPost	2	1806	8	28	Trewman'sExeterFlyingPost	3
872	1399	1386	1806	10	2	Trewman'sExeterFlyingPost	2	1806	9	4	Trewman'sExeterFlyingPost	3
362	601	589	1806	10	2	Trewman'sExeterFlyingPost	2	1806	9	11	Trewman'sExeterFlyingPost	2
220	330	326	1806	10	2	Trewman'sExeterFlyingPost	2	1806	9	13	Jackson'sOxfordJournal	4
267	448	427	1806	10	2	Trewman'sExeterFlyingPost	2	1806	9	18	Trewman'sExeterFlyingPost	1
253	413	416	1806	10	2	Trewman'sExeterFlyingPost	2	1806	9	18	Trewman'sExeterFlyingPost	3
368	530	533	1806	10	2	Trewman'sExeterFlyingPost	2	1806	9	25	Trewman'sExeterFlyingPost	1
266	423	425	1806	10	2	Trewman'sExeterFlyingPost	2	1806	9	25	Trewman'sExeterFlyingPost	2
395	653	645	1806	10	2	Trewman'sExeterFlyingPost	2	1806	9	25	Trewman'sExeterFlyingPost	3
241	300	305	1806	10	2	Trewman'sExeterFlyingPost	2	1806	9	27	Jackson'sOxfordJournal	2
249	380	378	1806	10	2	Trewman'sExeterFlyingPost	3	1806	3	27	Trewman'sExeterFlyingPost	3
248	395	394	1806	10	2	Trewman'sExeterFlyingPost	3	1806	6	19	Trewman'sExeterFlyingPost	2
531	803	831	1806	10	2	Trewman'sExeterFlyingPost	3	1806	9	25	Trewman'sExeterFlyingPost	1
557	837	861	1806	10	2	Trewman'sExeterFlyingPost	3	1806	9	25	Trewman'sExeterFlyingPost	2
237	366	353	1806	10	4	CaledonianMercury	1	1806	1	2	CaledonianMercury	1
252	386	356	1806	10	4	CaledonianMercury	1	1806	1	4	CaledonianMercury	1
310	395	381	1806	10	4	CaledonianMercury	1	1806	1	9	CaledonianMercury	1
257	354	342	1806	10	4	CaledonianMercury	1	1806	1	16	CaledonianMercury	3
278	385	364	1806	10	4	CaledonianMercury	1	1806	3	20	CaledonianMercury	1
272	376	362	1806	10	4	CaledonianMercury	1	1806	3	29	CaledonianMercury	1
262	347	335	1806	10	4	CaledonianMercury	1	1806	4	12	CaledonianMercury	3
241	324	307	1806	10	4	CaledonianMercury	1	1806	6	23	CaledonianMercury	4
269	357	361	1806	10	4	CaledonianMercury	1	1806	6	26	CaledonianMercury	4
320	477	461	1806	10	4	CaledonianMercury	1	1806	6	30	CaledonianMercury	1
364	513	486	1806	10	4	CaledonianMercury	1	1806	7	3	CaledonianMercury	1
356	494	483	1806	10	4	CaledonianMercury	1	1806	7	5	CaledonianMercury	1
271	412	414	1806	10	4	CaledonianMercury	1	1806	8	30	CaledonianMercury	1
200	287	270	1806	10	4	CaledonianMercury	1	1806	9	4	CaledonianMercury	1
205	296	284	1806	10	4	CaledonianMercury	1	1806	9	6	CaledonianMercury	1
208	288	290	1806	10	4	CaledonianMercury	1	1806	9	13	CaledonianMercury	1
214	312	301	1806	10	4	CaledonianMercury	1	1806	9	13	CaledonianMercury	3
340	485	468	1806	10	4	CaledonianMercury	1	1806	9	18	CaledonianMercury	1
461	647	655	1806	10	4	CaledonianMercury	1	1806	9	20	CaledonianMercury	1
292	403	413	1806	10	4	CaledonianMercury	1	1806	9	22	CaledonianMercury	1
580	800	780	1806	10	4	CaledonianMercury	1	1806	9	25	CaledonianMercury	1
803	1095	1067	1806	10	4	CaledonianMercury	1	1806	9	27	CaledonianMercury	1
231	307	304	1806	10	4	CaledonianMercury	1	1806	9	27	CaledonianMercury	3
1082	1488	1471	1806	10	4	CaledonianMercury	1	1806	9	29	CaledonianMercury	1
1561	2101	2094	1806	10	4	CaledonianMercury	1	1806	10	2	CaledonianMercury	1
201	308	312	1806	10	4	CaledonianMercury	1	1806	10	2	CaledonianMercury	4
1608	2083	2095	1806	10	4	CaledonianMercury	2	1806	9	30	TheMorningChronicle	2
207	269	269	1806	10	4	CaledonianMercury	4	1806	3	27	CaledonianMercury	3
224	271	279	1806	10	4	CaledonianMercury	4	1806	4	5	CaledonianMercury	3
247	310	322	1806	10	4	CaledonianMercury	4	1806	5	3	CaledonianMercury	4
500	749	738	1806	10	4	CaledonianMercury	4	1806	6	2	CaledonianMercury	4
352	499	496	1806	10	4	CaledonianMercury	4	1806	6	5	CaledonianMercury	4
339	458	460	1806	10	4	CaledonianMercury	4	1806	6	7	CaledonianMercury	4
219	303	311	1806	10	4	CaledonianMercury	4	1806	6	14	CaledonianMercury	4
312	428	422	1806	10	4	CaledonianMercury	4	1806	6	28	CaledonianMercury	4
238	351	335	1806	10	4	CaledonianMercury	4	1806	7	10	CaledonianMercury	4
236	335	349	1806	10	4	CaledonianMercury	4	1806	7	12	CaledonianMercury	4
232	343	340	1806	10	4	CaledonianMercury	4	1806	7	19	CaledonianMercury	4
242	381	371	1806	10	4	CaledonianMercury	4	1806	7	28	CaledonianMercury	1
674	944	917	1806	10	4	CaledonianMercury	4	1806	7	31	CaledonianMercury	4
204	292	286	1806	10	4	CaledonianMercury	4	1806	8	2	CaledonianMercury	4
490	741	711	1806	10	4	CaledonianMercury	4	1806	8	9	CaledonianMercury	4
237	355	360	1806	10	4	CaledonianMercury	4	1806	8	14	CaledonianMercury	4
360	529	516	1806	10	4	CaledonianMercury	4	1806	8	18	CaledonianMercury	1
635	899	886	1806	10	4	CaledonianMercury	4	1806	8	23	CaledonianMercury	4
215	330	321	1806	10	4	CaledonianMercury	4	1806	8	25	CaledonianMercury	4
463	697	683	1806	10	4	CaledonianMercury	4	1806	8	28	CaledonianMercury	1
233	316	330	1806	10	4	CaledonianMercury	4	1806	8	30	CaledonianMercury	1
991	1335	1332	1806	10	4	CaledonianMercury	4	1806	9	6	CaledonianMercury	4
311	447	443	1806	10	4	CaledonianMercury	4	1806	9	15	CaledonianMercury	1
269	364	354	1806	10	4	CaledonianMercury	4	1806	9	18	CaledonianMercury	4
1151	1613	1629	1806	10	4	CaledonianMercury	4	1806	9	20	CaledonianMercury	4
207	292	274	1806	10	4	CaledonianMercury	4	1806	9	22	CaledonianMercury	2
631	906	912	1806	10	4	CaledonianMercury	4	1806	9	25	CaledonianMercury	4
1121	1478	1469	1806	10	4	CaledonianMercury	4	1806	9	27	CaledonianMercury	4
256	373	364	1806	10	4	CaledonianMercury	4	1806	9	29	CaledonianMercury	4
211	294	286	1806	10	4	CaledonianMercury	4	1806	10	2	CaledonianMercury	4
216	280	286	1806	10	4	Cobbett'sWeeklyPoliticalRegister	2	1806	9	27	TheMorningChronicle	3
234	334	329	1806	10	4	Cobbett'sWeeklyPoliticalRegister	3	1806	10	1	TheMorningChronicle	3
213	295	275	1806	10	4	Cobbett'sWeeklyPoliticalRegister	4	1806	10	2	TheMorningChronicle	3
224	376	353	1806	10	4	Cobbett'sWeeklyPoliticalRegister	5	1806	9	29	HampshireTelegraphandSussexChronicleetc	2
211	360	345	1806	10	4	Cobbett'sWeeklyPoliticalRegister	6	1806	9	29	HampshireTelegraphandSussexChronicleetc	2
245	389	379	1806	10	4	Cobbett'sWeeklyPoliticalRegister	12	1806	9	15	TheMorningChronicle	1
641	773	805	1806	10	4	Cobbett'sWeeklyPoliticalRegister	12	1806	9	18	CaledonianMercury	2
280	433	428	1806	10	4	Cobbett'sWeeklyPoliticalRegister	12	1806	9	20	Jackson'sOxfordJournal	4
238	394	386	1806	10	4	Cobbett'sWeeklyPoliticalRegister	12	1806	9	20	TheNewcastleCourantetc	2
325	523	523	1806	10	4	Cobbett'sWeeklyPoliticalRegister	12	1806	9	22	HampshireTelegraphandSussexChronicleetc	4
365	484	503	1806	10	4	Cobbett'sWeeklyPoliticalRegister	13	1806	9	18	CaledonianMercury	2
288	427	419	1806	10	4	Cobbett'sWeeklyPoliticalRegister	13	1806	9	20	Jackson'sOxfordJournal	4
276	434	436	1806	10	4	Cobbett'sWeeklyPoliticalRegister	13	1806	9	22	HampshireTelegraphandSussexChronicleetc	4
413	646	651	1806	10	4	Cobbett'sWeeklyPoliticalRegister	14	1806	9	15	TheMorningChronicle	2
635	802	821	1806	10	4	Cobbett'sWeeklyPoliticalRegister	14	1806	9	18	CaledonianMercury	2
209	359	350	1806	10	4	Cobbett'sWeeklyPoliticalRegister	14	1806	9	20	TheNewcastleCourantetc	2
261	425	413	1806	10	4	Cobbett'sWeeklyPoliticalRegister	14	1806	9	22	HampshireTelegraphandSussexChronicleetc	4
354	539	545	1806	10	4	Cobbett'sWeeklyPoliticalRegister	15	1806	9	15	TheMorningChronicle	2
478	622	666	1806	10	4	Cobbett'sWeeklyPoliticalRegister	15	1806	9	18	CaledonianMercury	2
202	335	333	1806	10	4	Cobbett'sWeeklyPoliticalRegister	15	1806	9	20	TheNewcastleCourantetc	2
318	492	508	1806	10	4	Cobbett'sWeeklyPoliticalRegister	15	1806	9	22	HampshireTelegraphandSussexChronicleetc	4
410	572	566	1806	10	4	Cobbett'sWeeklyPoliticalRegister	16	1806	9	15	TheMorningChronicle	2
585	753	771	1806	10	4	Cobbett'sWeeklyPoliticalRegister	16	1806	9	18	CaledonianMercury	2
320	508	495	1806	10	4	Cobbett'sWeeklyPoliticalRegister	16	1806	9	20	TheNewcastleCourantetc	2
