1832.06.01_TheMorningChronicle_0002,1832.06.01_TheBelfastNews-Letter_0004
1832.06.27_TheDerbyMercury_0001,1832.06.25_HampshireTelegraphandSussexChronicleetc_0002
1832.06.27_TheDerbyMercury_0001,1832.06.26_NorthWalesChronicle_0002
1832.06.27_TheDerbyMercury_0001,1832.06.26_TheBelfastNews-Letter_0004
1832.06.27_TheDerbyMercury_0001,1832.06.26_TheHullPacketandHumberMercury_0001
1832.06.27_TheDerbyMercury_0001,1832.06.26_TheHullPacketandHumberMercury_0002
1832.06.27_TheDerbyMercury_0002,1832.06.23_TheMorningChronicle_0001
1832.06.27_TheDerbyMercury_0002,1832.06.26_TheBelfastNews-Letter_0004
1832.06.27_TheDerbyMercury_0004,1832.06.23_TheMorningChronicle_0001
1832.06.27_TheDerbyMercury_0004,1832.06.26_TheHullPacketandHumberMercury_0002
1832.06.28_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.06.22_LiverpoolMercuryetc_0003
1832.06.28_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.06.25_HampshireTelegraphandSussexChronicleetc_0001
1832.06.28_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.06.25_TheMorningChronicle_0004
1832.06.29_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.06.22_LiverpoolMercuryetc_0003
1832.06.29_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.06.25_HampshireTelegraphandSussexChronicleetc_0001
1832.06.29_LiverpoolMercuryetc_0001,1832.06.12_TheBelfastNews-Letter_0003
1832.06.29_LiverpoolMercuryetc_0001,1832.06.15_TheBelfastNews-Letter_0003
1832.06.29_LiverpoolMercuryetc_0002,1832.06.24_TheExaminer_0007
1832.06.29_LiverpoolMercuryetc_0003,1832.06.25_CaledonianMercury_0001
1832.06.29_LiverpoolMercuryetc_0005,1832.06.25_CaledonianMercury_0001
1832.06.29_LiverpoolMercuryetc_0005,1832.06.26_TheHullPacketandHumberMercury_0001
1832.06.29_LiverpoolMercuryetc_0005,1832.06.27_TheDerbyMercury_0001
1832.06.29_LiverpoolMercuryetc_0006,1832.06.24_TheExaminer_0012
1832.06.29_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.06.29_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.06.29_TheBelfastNews-Letter_0002,1832.06.26_TheMorningChronicle_0001
1832.06.29_TheBelfastNews-Letter_0002,1832.06.26_TheMorningChronicle_0002
1832.06.29_TheBelfastNews-Letter_0002,1832.06.28_Freeman'sJournalandDailyCommercialAdvertiser_0002
1832.06.30_CaledonianMercury_0002,1832.06.26_TheMorningChronicle_0001
1832.06.30_CaledonianMercury_0004,1832.06.26_TheMorningChronicle_0003
1832.06.30_Cobbett'sWeeklyPoliticalRegister_0004,1832.06.25_TheMorningChronicle_0002
1832.06.30_Cobbett'sWeeklyPoliticalRegister_0020,1832.06.28_TheMorningChronicle_0003
1832.06.30_Cobbett'sWeeklyPoliticalRegister_0025,1832.06.21_TheMorningChronicle_0002
1832.06.30_Cobbett'sWeeklyPoliticalRegister_0026,1832.06.21_TheMorningChronicle_0002
1832.06.30_Cobbett'sWeeklyPoliticalRegister_0027,1832.06.21_TheMorningChronicle_0002
1832.06.30_Cobbett'sWeeklyPoliticalRegister_0028,1832.06.26_TheMorningChronicle_0004
1832.06.30_Cobbett'sWeeklyPoliticalRegister_0029,1832.06.26_TheMorningChronicle_0004
1832.06.30_Freeman'sJournalandDailyCommercialAdvertiser_0002,1832.06.30_Cobbett'sWeeklyPoliticalRegister_0021
1832.06.30_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.06.26_TheMorningChronicle_0004
1832.06.30_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.06.27_TheMorningChronicle_0002
1832.06.30_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.06.30_Cobbett'sWeeklyPoliticalRegister_0028
1832.06.30_TheNewcastleCourantetc_0002,1832.06.12_NorthWalesChronicle_0001
1832.06.30_TheNewcastleCourantetc_0002,1832.06.16_TheMorningChronicle_0004
1832.06.30_TheNewcastleCourantetc_0002,1832.06.20_TheMorningChronicle_0003
1832.06.30_TheNewcastleCourantetc_0002,1832.06.21_CaledonianMercury_0003
1832.06.30_TheNewcastleCourantetc_0002,1832.06.22_LiverpoolMercuryetc_0006
1832.06.30_TheNewcastleCourantetc_0002,1832.06.22_TheBelfastNews-Letter_0004
1832.06.30_TheNewcastleCourantetc_0002,1832.06.22_TheMorningChronicle_0001
1832.06.30_TheNewcastleCourantetc_0002,1832.06.22_TheMorningChronicle_0004
1832.06.30_TheNewcastleCourantetc_0002,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0012
1832.06.30_TheNewcastleCourantetc_0002,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0013
1832.06.30_TheNewcastleCourantetc_0002,1832.06.23_TheMorningChronicle_0001
1832.06.30_TheNewcastleCourantetc_0002,1832.06.23_TheMorningChronicle_0002
1832.06.30_TheNewcastleCourantetc_0002,1832.06.23_TheMorningChronicle_0003
1832.06.30_TheNewcastleCourantetc_0002,1832.06.24_TheExaminer_0010
1832.06.30_TheNewcastleCourantetc_0002,1832.06.24_TheExaminer_0012
1832.06.30_TheNewcastleCourantetc_0002,1832.06.25_CaledonianMercury_0004
1832.06.30_TheNewcastleCourantetc_0002,1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.06.30_TheNewcastleCourantetc_0002,1832.06.25_HampshireTelegraphandSussexChronicleetc_0002
1832.06.30_TheNewcastleCourantetc_0002,1832.06.25_TheMorningChronicle_0004
1832.06.30_TheNewcastleCourantetc_0002,1832.06.26_NorthWalesChronicle_0002
1832.06.30_TheNewcastleCourantetc_0002,1832.06.26_TheBelfastNews-Letter_0004
1832.06.30_TheNewcastleCourantetc_0002,1832.06.26_TheHullPacketandHumberMercury_0002
1832.06.30_TheNewcastleCourantetc_0002,1832.06.27_TheDerbyMercury_0001
1832.06.30_TheNewcastleCourantetc_0002,1832.06.27_TheDerbyMercury_0002
1832.06.30_TheNewcastleCourantetc_0002,1832.06.28_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.06.30_TheNewcastleCourantetc_0003,1832.06.21_TheMorningChronicle_0001
1832.06.30_TheNewcastleCourantetc_0003,1832.06.21_TheMorningChronicle_0002
1832.06.30_TheNewcastleCourantetc_0003,1832.06.22_TheMorningChronicle_0002
1832.06.30_TheNewcastleCourantetc_0003,1832.06.24_TheExaminer_0006
1832.06.30_TheNewcastleCourantetc_0003,1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.06.30_ThePoorMan'sGuardian_0007,1832.06.27_TheMorningChronicle_0004
1832.07.01_TheExaminer_0007,1832.06.29_TheMorningChronicle_0002
1832.07.01_TheExaminer_0007,1832.06.29_TheMorningChronicle_0003
1832.07.01_TheExaminer_0009,1832.06.27_TheMorningChronicle_0003
1832.07.01_TheExaminer_0012,1832.06.26_TheMorningChronicle_0004
1832.07.01_TheExaminer_0012,1832.06.27_TheMorningChronicle_0003
1832.07.01_TheExaminer_0012,1832.06.27_TheMorningChronicle_0004
1832.07.02_CaledonianMercury_0001,1832.06.26_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.07.02_CaledonianMercury_0001,1832.06.28_TheMorningChronicle_0001
1832.07.02_CaledonianMercury_0002,1832.06.28_TheMorningChronicle_0001
1832.07.02_CaledonianMercury_0002,1832.06.28_TheMorningChronicle_0002
1832.07.02_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.06.28_TheMorningChronicle_0003
1832.07.02_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.06.28_TheMorningChronicle_0001
1832.07.02_HampshireTelegraphandSussexChronicleetc_0001,1832.06.26_TheHullPacketandHumberMercury_0001
1832.07.02_TheMorningChronicle_0002,1832.06.29_LiverpoolMercuryetc_0002
1832.07.03_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.06.30_TheMorningChronicle_0002
1832.07.03_Freeman'sJournalandDailyCommercialAdvertiser_0002,1832.06.30_TheMorningChronicle_0002
1832.07.03_NorthWalesChronicle_0001,1832.06.21_TheMorningChronicle_0004
1832.07.03_NorthWalesChronicle_0001,1832.06.22_TheMorningChronicle_0004
1832.07.03_NorthWalesChronicle_0001,1832.06.29_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.07.03_NorthWalesChronicle_0001,1832.06.30_TheNewcastleCourantetc_0002
1832.07.03_NorthWalesChronicle_0004,1832.06.05_TheBelfastNews-Letter_0004
1832.07.03_NorthWalesChronicle_0004,1832.06.22_TheBelfastNews-Letter_0004
1832.07.03_NorthWalesChronicle_0004,1832.06.30_TheNewcastleCourantetc_0002
1832.07.03_TheBelfastNews-Letter_0002,1832.06.25_TheMorningChronicle_0003
1832.07.03_TheHullPacketandHumberMercury_0001,1832.06.13_TheDerbyMercury_0001
1832.07.03_TheHullPacketandHumberMercury_0001,1832.06.22_TheMorningChronicle_0004
1832.07.03_TheHullPacketandHumberMercury_0001,1832.06.25_CaledonianMercury_0001
1832.07.03_TheHullPacketandHumberMercury_0001,1832.06.27_TheMorningChronicle_0004
1832.07.03_TheHullPacketandHumberMercury_0002,1832.06.22_TheBelfastNews-Letter_0004
1832.07.03_TheHullPacketandHumberMercury_0002,1832.06.22_TheMorningChronicle_0001
1832.07.03_TheHullPacketandHumberMercury_0002,1832.06.24_TheExaminer_0010
1832.07.03_TheHullPacketandHumberMercury_0002,1832.06.29_TheMorningChronicle_0002
1832.07.03_TheHullPacketandHumberMercury_0002,1832.06.30_TheNewcastleCourantetc_0002
1832.07.03_TheHullPacketandHumberMercury_0004,1832.06.20_TheMorningChronicle_0004
1832.07.03_TheHullPacketandHumberMercury_0004,1832.06.23_TheMorningChronicle_0004
1832.07.04_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.06.22_LiverpoolMercuryetc_0003
1832.07.04_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.06.25_HampshireTelegraphandSussexChronicleetc_0001
1832.07.04_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.06.30_TheMorningChronicle_0003
1832.07.04_TheAberdeenJournal_0002,1832.06.27_TheDerbyMercury_0002
1832.07.04_TheAberdeenJournal_0002,1832.06.29_TheBelfastNews-Letter_0002
1832.07.04_TheAberdeenJournal_0004,1832.06.28_TheMorningChronicle_0001
1832.07.04_TheDerbyMercury_0001,1832.06.25_CaledonianMercury_0001
1832.07.04_TheDerbyMercury_0001,1832.06.29_LiverpoolMercuryetc_0003
1832.07.04_TheDerbyMercury_0002,1832.06.28_TheMorningChronicle_0004
1832.07.04_TheDerbyMercury_0004,1832.06.30_TheLeedsMercury_0004
1832.07.05_CaledonianMercury_0002,1832.06.30_TheMorningChronicle_0003
1832.07.06_LiverpoolMercuryetc_0002,1832.06.23_TheMorningChronicle_0003
1832.07.06_LiverpoolMercuryetc_0003,1832.06.30_TheNewcastleCourantetc_0002
1832.07.06_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.07.06_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.07.06_LiverpoolMercuryetc_0007,1832.06.15_TheBelfastNews-Letter_0004
1832.07.06_TheBelfastNews-Letter_0001,1832.06.30_TheMorningChronicle_0003
1832.07.06_TheBelfastNews-Letter_0002,1832.06.13_TheMorningChronicle_0004
1832.07.06_TheBelfastNews-Letter_0002,1832.06.16_CaledonianMercury_0004
1832.07.06_TheBelfastNews-Letter_0004,1832.06.08_LiverpoolMercuryetc_0007
1832.07.06_TheBelfastNews-Letter_0004,1832.06.27_TheMorningChronicle_0004
1832.07.07_Cobbett'sWeeklyPoliticalRegister_0027,1832.06.26_TheMorningChronicle_0003
1832.07.07_Cobbett'sWeeklyPoliticalRegister_0028,1832.06.26_TheMorningChronicle_0003
1832.07.07_PrestonChronicle_0004,1832.06.27_TheMorningChronicle_0004
1832.07.07_PrestonChronicle_0004,1832.06.30_TheMorningChronicle_0003
1832.07.07_TheNewcastleCourantetc_0003,1832.06.05_TheHullPacketandHumberMercury_0001
1832.07.07_TheNewcastleCourantetc_0003,1832.06.24_TheExaminer_0015
1832.07.07_TheNewcastleCourantetc_0003,1832.06.29_TheBelfastNews-Letter_0004
1832.07.07_TheNewcastleCourantetc_0003,1832.06.30_TheMorningChronicle_0001
1832.07.08_TheExaminer_0016,1832.06.02_CaledonianMercury_0001
1832.07.08_TheExaminer_0016,1832.06.05_TheHullPacketandHumberMercury_0001
1832.07.09_CaledonianMercury_0001,1832.06.26_TheHullPacketandHumberMercury_0001
1832.07.09_CaledonianMercury_0001,1832.06.27_TheDerbyMercury_0001
1832.07.09_CaledonianMercury_0001,1832.06.29_LiverpoolMercuryetc_0005
1832.07.10_NorthWalesChronicle_0001,1832.06.29_LiverpoolMercuryetc_0004
1832.07.10_TheHullPacketandHumberMercury_0001,1832.06.09_PrestonChronicle_0001
1832.07.10_TheHullPacketandHumberMercury_0001,1832.06.26_TheMorningChronicle_0003
1832.07.10_TheHullPacketandHumberMercury_0001,1832.06.29_TheMorningChronicle_0004
1832.07.12_CaledonianMercury_0001,1832.06.05_TheHullPacketandHumberMercury_0001
1832.07.12_CaledonianMercury_0001,1832.06.24_TheExaminer_0015
1832.07.13_LiverpoolMercuryetc_0003,1832.06.25_CaledonianMercury_0001
1832.07.13_LiverpoolMercuryetc_0003,1832.06.26_TheHullPacketandHumberMercury_0001
1832.07.13_LiverpoolMercuryetc_0003,1832.06.27_TheDerbyMercury_0001
1832.07.13_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.07.13_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.07.14_PrestonChronicle_0001,1832.06.25_CaledonianMercury_0001
1832.07.14_PrestonChronicle_0001,1832.06.29_LiverpoolMercuryetc_0003
1832.07.14_PrestonChronicle_0003,1832.06.08_LiverpoolMercuryetc_0007
1832.07.14_PrestonChronicle_0003,1832.06.22_LiverpoolMercuryetc_0007
1832.07.14_TheNewcastleCourantetc_0002,1832.06.22_TheMorningChronicle_0001
1832.07.14_TheNewcastleCourantetc_0003,1832.06.25_CaledonianMercury_0001
1832.07.14_TheNewcastleCourantetc_0003,1832.06.29_LiverpoolMercuryetc_0003
1832.07.15_TheExaminer_0012,1832.06.25_CaledonianMercury_0003
1832.07.15_TheExaminer_0016,1832.06.19_TheHullPacketandHumberMercury_0001
1832.07.15_TheExaminer_0016,1832.06.22_LiverpoolMercuryetc_0003
1832.07.16_HampshireTelegraphandSussexChronicleetc_0002,1832.06.25_CaledonianMercury_0001
1832.07.16_HampshireTelegraphandSussexChronicleetc_0002,1832.06.26_TheHullPacketandHumberMercury_0001
1832.07.16_HampshireTelegraphandSussexChronicleetc_0002,1832.06.27_TheDerbyMercury_0001
1832.07.17_TheHullPacketandHumberMercury_0001,1832.06.13_TheDerbyMercury_0001
1832.07.18_TheAberdeenJournal_0004,1832.06.25_CaledonianMercury_0004
1832.07.18_TheDerbyMercury_0001,1832.06.14_CaledonianMercury_0001
1832.07.18_TheDerbyMercury_0001,1832.06.25_CaledonianMercury_0001
1832.07.18_TheDerbyMercury_0001,1832.06.26_TheHullPacketandHumberMercury_0001
1832.07.18_TheDerbyMercury_0001,1832.06.29_LiverpoolMercuryetc_0003
1832.07.18_TheDerbyMercury_0001,1832.06.29_LiverpoolMercuryetc_0005
1832.07.20_LiverpoolMercuryetc_0003,1832.06.12_TheMorningChronicle_0004
1832.07.20_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.07.20_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.07.20_TheBelfastNews-Letter_0004,1832.06.01_LiverpoolMercuryetc_0007
1832.07.20_TheBelfastNews-Letter_0004,1832.06.08_LiverpoolMercuryetc_0007
1832.07.20_TheBelfastNews-Letter_0004,1832.06.09_PrestonChronicle_0003
1832.07.20_TheBelfastNews-Letter_0004,1832.06.15_LiverpoolMercuryetc_0007
1832.07.20_TheBelfastNews-Letter_0004,1832.06.22_LiverpoolMercuryetc_0007
1832.07.21_PrestonChronicle_0001,1832.06.25_CaledonianMercury_0001
1832.07.21_PrestonChronicle_0001,1832.06.26_TheHullPacketandHumberMercury_0001
1832.07.21_PrestonChronicle_0001,1832.06.27_TheDerbyMercury_0001
1832.07.21_PrestonChronicle_0001,1832.06.29_LiverpoolMercuryetc_0005
1832.07.21_PrestonChronicle_0003,1832.06.01_LiverpoolMercuryetc_0007
1832.07.21_PrestonChronicle_0003,1832.06.08_LiverpoolMercuryetc_0007
1832.07.21_PrestonChronicle_0003,1832.06.15_LiverpoolMercuryetc_0007
1832.07.21_PrestonChronicle_0003,1832.06.22_LiverpoolMercuryetc_0007
1832.07.21_PrestonChronicle_0003,1832.06.29_LiverpoolMercuryetc_0007
1832.07.21_TheNewcastleCourantetc_0003,1832.06.25_CaledonianMercury_0001
1832.07.21_TheNewcastleCourantetc_0003,1832.06.26_TheHullPacketandHumberMercury_0001
1832.07.21_TheNewcastleCourantetc_0003,1832.06.27_TheDerbyMercury_0001
1832.07.23_CaledonianMercury_0004,1832.06.28_TheMorningChronicle_0004
1832.07.23_CaledonianMercury_0004,1832.06.30_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.07.24_TheHullPacketandHumberMercury_0001,1832.06.09_PrestonChronicle_0001
1832.07.26_TheMorningChronicle_0003,1832.06.03_TheExaminer_0005
1832.07.27_LiverpoolMercuryetc_0003,1832.06.02_PrestonChronicle_0003
1832.07.27_LiverpoolMercuryetc_0003,1832.06.09_PrestonChronicle_0003
1832.07.27_LiverpoolMercuryetc_0003,1832.06.15_TheBelfastNews-Letter_0004
1832.07.27_TheBelfastNews-Letter_0004,1832.06.01_LiverpoolMercuryetc_0007
1832.07.27_TheBelfastNews-Letter_0004,1832.06.08_LiverpoolMercuryetc_0007
1832.07.27_TheBelfastNews-Letter_0004,1832.06.09_PrestonChronicle_0003
1832.07.27_TheBelfastNews-Letter_0004,1832.06.15_LiverpoolMercuryetc_0007
1832.07.27_TheBelfastNews-Letter_0004,1832.06.22_LiverpoolMercuryetc_0007
1832.07.28_TheLeedsMercury_0006,1832.06.01_LiverpoolMercuryetc_0007
1832.07.28_TheLeedsMercury_0006,1832.06.08_LiverpoolMercuryetc_0007
1832.07.28_TheLeedsMercury_0006,1832.06.09_PrestonChronicle_0003
1832.07.28_TheLeedsMercury_0006,1832.06.15_LiverpoolMercuryetc_0007
1832.07.28_TheLeedsMercury_0006,1832.06.22_LiverpoolMercuryetc_0007
1832.07.28_TheLeedsMercury_0006,1832.06.29_LiverpoolMercuryetc_0007
1832.07.28_TheNewcastleCourantetc_0002,1832.06.28_TheMorningChronicle_0004
1832.07.28_TheNewcastleCourantetc_0003,1832.06.09_PrestonChronicle_0001
1832.07.28_TheNewcastleCourantetc_0003,1832.06.14_CaledonianMercury_0001
1832.07.28_TheNewcastleCourantetc_0003,1832.06.25_CaledonianMercury_0001
1832.07.28_TheNewcastleCourantetc_0003,1832.06.29_LiverpoolMercuryetc_0003
1832.07.28_TheNewcastleCourantetc_0003,1832.06.29_LiverpoolMercuryetc_0005
1832.08.01_TheDerbyMercury_0002,1832.06.12_TheMorningChronicle_0004
1832.08.01_TheDerbyMercury_0002,1832.06.27_TheMorningChronicle_0003
1832.08.03_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.08.03_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.08.03_LiverpoolMercuryetc_0007,1832.06.15_TheBelfastNews-Letter_0004
1832.08.10_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.08.10_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.08.10_LiverpoolMercuryetc_0007,1832.06.15_TheBelfastNews-Letter_0004
1832.08.10_LiverpoolMercuryetc_0007,1832.06.22_TheBelfastNews-Letter_0004
1832.08.10_TheBelfastNews-Letter_0004,1832.06.08_LiverpoolMercuryetc_0007
1832.08.10_TheBelfastNews-Letter_0004,1832.06.09_PrestonChronicle_0003
1832.08.10_TheMorningChronicle_0003,1832.06.08_TheBelfastNews-Letter_0004
1832.08.10_TheMorningChronicle_0003,1832.06.09_PrestonChronicle_0003
1832.08.10_TheMorningChronicle_0003,1832.06.15_TheBelfastNews-Letter_0004
1832.08.10_TheMorningChronicle_0003,1832.06.22_TheBelfastNews-Letter_0004
1832.08.11_PrestonChronicle_0003,1832.06.01_LiverpoolMercuryetc_0007
1832.08.11_PrestonChronicle_0003,1832.06.08_LiverpoolMercuryetc_0007
1832.08.11_PrestonChronicle_0003,1832.06.15_LiverpoolMercuryetc_0007
1832.08.11_PrestonChronicle_0003,1832.06.22_LiverpoolMercuryetc_0007
1832.08.11_PrestonChronicle_0003,1832.06.22_TheBelfastNews-Letter_0004
1832.08.11_TheLeedsMercury_0006,1832.06.09_PrestonChronicle_0003
1832.08.17_LiverpoolMercuryetc_0003,1832.06.02_PrestonChronicle_0003
1832.08.17_LiverpoolMercuryetc_0003,1832.06.08_TheBelfastNews-Letter_0004
1832.08.17_LiverpoolMercuryetc_0003,1832.06.09_PrestonChronicle_0003
1832.08.17_LiverpoolMercuryetc_0003,1832.06.15_TheBelfastNews-Letter_0004
1832.08.17_TheBelfastNews-Letter_0004,1832.06.01_LiverpoolMercuryetc_0007
1832.08.17_TheBelfastNews-Letter_0004,1832.06.09_PrestonChronicle_0003
1832.08.17_TheBelfastNews-Letter_0004,1832.06.22_LiverpoolMercuryetc_0007
1832.08.18_PrestonChronicle_0003,1832.06.01_LiverpoolMercuryetc_0007
1832.08.18_PrestonChronicle_0003,1832.06.22_LiverpoolMercuryetc_0007
1832.08.19_TheExaminer_0016,1832.06.19_TheHullPacketandHumberMercury_0001
1832.08.21_TheHullPacketandHumberMercury_0001,1832.06.02_TheNewcastleCourantetc_0001
1832.08.21_TheHullPacketandHumberMercury_0001,1832.06.09_PrestonChronicle_0001
1832.08.21_TheHullPacketandHumberMercury_0002,1832.06.13_TheDerbyMercury_0001
1832.08.24_LiverpoolMercuryetc_0003,1832.06.09_PrestonChronicle_0003
1832.08.24_LiverpoolMercuryetc_0003,1832.06.15_TheBelfastNews-Letter_0004
1832.08.24_LiverpoolMercuryetc_0003,1832.06.22_TheBelfastNews-Letter_0001
1832.08.24_TheBelfastNews-Letter_0004,1832.06.08_LiverpoolMercuryetc_0007
1832.08.24_TheBelfastNews-Letter_0004,1832.06.15_LiverpoolMercuryetc_0007
1832.08.25_TheBristolMercury_0003,1832.06.09_PrestonChronicle_0003
1832.08.29_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.06.27_TheMorningChronicle_0003
1832.08.29_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.06.30_TheMorningChronicle_0003
1832.08.30_TheMorningChronicle_0003,1832.06.22_TheBelfastNews-Letter_0001
1832.08.31_LiverpoolMercuryetc_0003,1832.06.02_PrestonChronicle_0003
1832.08.31_LiverpoolMercuryetc_0003,1832.06.09_PrestonChronicle_0003
1832.08.31_TheBelfastNews-Letter_0004,1832.06.08_LiverpoolMercuryetc_0007
1832.08.31_TheBelfastNews-Letter_0004,1832.06.09_PrestonChronicle_0003
1832.08.31_TheBelfastNews-Letter_0004,1832.06.15_LiverpoolMercuryetc_0007
1832.08.31_TheBelfastNews-Letter_0004,1832.06.22_LiverpoolMercuryetc_0007
1832.09.01_PrestonChronicle_0003,1832.06.01_LiverpoolMercuryetc_0007
1832.09.01_PrestonChronicle_0003,1832.06.08_LiverpoolMercuryetc_0007
1832.09.01_PrestonChronicle_0003,1832.06.15_LiverpoolMercuryetc_0007
1832.09.01_PrestonChronicle_0003,1832.06.22_LiverpoolMercuryetc_0007
1832.09.01_PrestonChronicle_0003,1832.06.29_LiverpoolMercuryetc_0007
1832.09.01_TheBristolMercury_0002,1832.06.09_PrestonChronicle_0003
1832.09.01_TheBristolMercury_0004,1832.06.09_PrestonChronicle_0003
1832.09.04_TheHullPacketandHumberMercury_0001,1832.06.14_CaledonianMercury_0001
1832.09.04_TheMorningChronicle_0001,1832.06.15_TheBelfastNews-Letter_0004
1832.09.05_TheMorningChronicle_0003,1832.06.08_TheBelfastNews-Letter_0004
1832.09.05_TheMorningChronicle_0003,1832.06.15_TheBelfastNews-Letter_0004
1832.09.07_LiverpoolMercuryetc_0005,1832.06.08_TheBelfastNews-Letter_0004
1832.09.07_LiverpoolMercuryetc_0005,1832.06.15_TheBelfastNews-Letter_0004
1832.09.07_LiverpoolMercuryetc_0005,1832.06.22_TheBelfastNews-Letter_0001
1832.09.08_PrestonChronicle_0001,1832.06.05_TheHullPacketandHumberMercury_0001
1832.09.08_PrestonChronicle_0001,1832.06.14_CaledonianMercury_0001
1832.09.08_TheBristolMercury_0003,1832.06.01_LiverpoolMercuryetc_0007
1832.09.08_TheBristolMercury_0003,1832.06.08_LiverpoolMercuryetc_0007
1832.09.08_TheBristolMercury_0003,1832.06.09_PrestonChronicle_0003
1832.09.08_TheBristolMercury_0003,1832.06.15_LiverpoolMercuryetc_0007
1832.09.08_TheBristolMercury_0003,1832.06.20_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.09.08_TheBristolMercury_0003,1832.06.22_LiverpoolMercuryetc_0007
1832.09.08_TheBristolMercury_0003,1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0002
1832.09.08_TheBristolMercury_0003,1832.06.26_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.09.08_TheBristolMercury_0003,1832.06.29_LiverpoolMercuryetc_0007
1832.09.08_TheBristolMercury_0003,1832.06.30_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.09.09_TheExaminer_0012,1832.06.14_TheMorningChronicle_0004
1832.09.12_TheDerbyMercury_0004,1832.06.22_TheBelfastNews-Letter_0004
1832.09.14_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.09.14_LiverpoolMercuryetc_0007,1832.06.08_TheBelfastNews-Letter_0004
1832.09.14_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.09.14_LiverpoolMercuryetc_0007,1832.06.15_TheBelfastNews-Letter_0004
1832.09.14_LiverpoolMercuryetc_0007,1832.06.22_TheBelfastNews-Letter_0001
1832.09.14_LiverpoolMercuryetc_0007,1832.06.22_TheBelfastNews-Letter_0004
1832.09.19_TheAberdeenJournal_0003,1832.06.25_CaledonianMercury_0001
1832.09.19_TheAberdeenJournal_0003,1832.06.26_TheHullPacketandHumberMercury_0001
1832.09.21_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.09.21_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.09.22_TheLeedsMercury_0006,1832.06.09_PrestonChronicle_0003
1832.09.22_TheLeedsMercury_0006,1832.06.22_LiverpoolMercuryetc_0007
1832.09.25_TheHullPacketandHumberMercury_0001,1832.06.22_LiverpoolMercuryetc_0005
1832.09.25_TheHullPacketandHumberMercury_0001,1832.06.29_LiverpoolMercuryetc_0005
1832.09.25_TheHullPacketandHumberMercury_0001,1832.06.30_TheNewcastleCourantetc_0003
1832.09.28_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.09.28_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.09.28_LiverpoolMercuryetc_0007,1832.06.15_TheBelfastNews-Letter_0004
1832.09.28_LiverpoolMercuryetc_0007,1832.06.22_TheBelfastNews-Letter_0004
1832.09.28_TheBelfastNews-Letter_0001,1832.06.08_LiverpoolMercuryetc_0007
1832.09.28_TheBelfastNews-Letter_0001,1832.06.22_LiverpoolMercuryetc_0007
