1832.10.01_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.10.01_CaledonianMercury_0002
1832.12.28_TheBelfastNews-Letter_0004,1832.10.05_LiverpoolMercuryetc_0007
1832.12.28_TheBelfastNews-Letter_0004,1832.10.26_LiverpoolMercuryetc_0007
1833.01.04_HullPacket_0002,1832.10.02_TheHullPacketandHumberMercury_0001
1833.01.04_LiverpoolMercuryetc_0007,1832.10.19_TheBelfastNews-Letter_0004
1833.01.05_PrestonChronicle_0003,1832.10.05_LiverpoolMercuryetc_0007
1833.01.05_PrestonChronicle_0003,1832.10.12_LiverpoolMercuryetc_0007
1833.01.05_PrestonChronicle_0003,1832.10.19_LiverpoolMercuryetc_0007
1833.01.05_PrestonChronicle_0003,1832.10.26_LiverpoolMercuryetc_0007
1833.01.05_TheBristolMercury_0003,1832.10.16_TheHullPacketandHumberMercury_0001
1833.01.05_TheBristolMercury_0003,1832.10.23_TheHullPacketandHumberMercury_0001
1833.01.09_TheAberdeenJournal_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1833.01.11_HullPacket_0001,1832.10.02_TheHullPacketandHumberMercury_0001
1833.01.11_LiverpoolMercuryetc_0002,1832.10.20_ThePoorMan'sGuardian_0003
1833.01.11_TheBelfastNews-Letter_0004,1832.10.05_LiverpoolMercuryetc_0007
1833.01.12_TheNewcastleCourantetc_0003,1832.10.30_TheHullPacketandHumberMercury_0001
1833.01.17_CaledonianMercury_0001,1832.10.14_TheExaminer_0015
1833.01.17_CaledonianMercury_0001,1832.10.21_TheExaminer_0015
1833.01.18_HullPacket_0001,1832.10.09_TheHullPacketandHumberMercury_0001
1833.01.18_HullPacket_0001,1832.10.12_LiverpoolMercuryetc_0003
1833.01.18_HullPacket_0001,1832.10.13_PrestonChronicle_0001
1833.01.18_HullPacket_0001,1832.10.17_TheDerbyMercury_0001
1833.01.18_HullPacket_0001,1832.10.20_PrestonChronicle_0001
1833.01.18_HullPacket_0001,1832.10.22_HampshireTelegraphandSussexChronicleetc_0001
1833.01.18_HullPacket_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1833.01.18_HullPacket_0001,1832.10.24_TheDerbyMercury_0001
1833.01.18_HullPacket_0001,1832.10.29_CaledonianMercury_0001
1833.01.18_LiverpoolMercuryetc_0007,1832.10.26_TheBelfastNews-Letter_0004
1833.01.18_LiverpoolMercuryetc_0007,1832.10.27_PrestonChronicle_0003
1833.01.21_HampshireTelegraphandSussexChronicleetc_0002,1832.10.03_TheAberdeenJournal_0002
1833.01.23_TheDerbyMercury_0004,1832.10.03_TheAberdeenJournal_0002
1833.01.25_HullPacket_0001,1832.10.02_TheHullPacketandHumberMercury_0001
1833.01.25_LiverpoolMercuryetc_0007,1832.10.06_PrestonChronicle_0003
1833.01.25_LiverpoolMercuryetc_0007,1832.10.19_TheBelfastNews-Letter_0004
1833.01.25_LiverpoolMercuryetc_0007,1832.10.27_PrestonChronicle_0003
1833.01.26_TheIpswichJournal_0002,1832.10.03_TheAberdeenJournal_0002
1833.01.30_TheDerbyMercury_0001,1832.10.16_TheHullPacketandHumberMercury_0001
1833.02.01_HullPacket_0001,1832.10.20_PrestonChronicle_0001
1833.02.01_HullPacket_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1833.02.02_TheBristolMercury_0004,1832.10.05_LiverpoolMercuryetc_0007
1833.02.02_TheBristolMercury_0004,1832.10.26_LiverpoolMercuryetc_0007
1833.02.06_TheAberdeenJournal_0001,1832.10.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1833.02.06_TheAberdeenJournal_0001,1832.10.20_PrestonChronicle_0002
1833.02.06_TheAberdeenJournal_0001,1832.10.29_HampshireTelegraphandSussexChronicleetc_0001
1833.02.06_TheAberdeenJournal_0001,1832.10.30_TheHullPacketandHumberMercury_0001
1833.02.08_LiverpoolMercuryetc_0007,1832.10.26_TheBelfastNews-Letter_0004
1833.02.08_LiverpoolMercuryetc_0007,1832.10.27_PrestonChronicle_0003
1833.02.13_TheAberdeenJournal_0001,1832.10.12_LiverpoolMercuryetc_0003
1833.02.13_TheAberdeenJournal_0001,1832.10.29_CaledonianMercury_0001
1833.02.15_HullPacket_0001,1832.10.30_TheHullPacketandHumberMercury_0004
1833.02.15_LiverpoolMercuryetc_0007,1832.10.19_TheBelfastNews-Letter_0004
1833.02.15_TheBelfastNews-Letter_0004,1832.10.05_LiverpoolMercuryetc_0007
1833.02.15_TheBelfastNews-Letter_0004,1832.10.26_LiverpoolMercuryetc_0007
1833.02.15_TheBelfastNews-Letter_0004,1832.10.27_PrestonChronicle_0003
1833.02.16_TheLeedsMercury_0003,1832.10.27_PrestonChronicle_0003
1833.02.22_HullPacket_0001,1832.10.02_TheHullPacketandHumberMercury_0001
1833.02.22_HullPacket_0001,1832.10.16_TheHullPacketandHumberMercury_0001
1833.02.22_HullPacket_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1833.02.22_HullPacket_0001,1832.10.30_TheHullPacketandHumberMercury_0001
1833.02.22_LiverpoolMercuryetc_0007,1832.10.27_PrestonChronicle_0003
1833.02.22_LiverpoolMercuryetc_0007,1832.10.27_TheLeedsMercury_0006
1833.02.22_TheBelfastNews-Letter_0004,1832.10.26_LiverpoolMercuryetc_0007
1833.02.23_TheLeedsMercury_0003,1832.10.05_LiverpoolMercuryetc_0007
1833.02.23_TheLeedsMercury_0003,1832.10.12_LiverpoolMercuryetc_0007
1833.02.23_TheLeedsMercury_0003,1832.10.19_LiverpoolMercuryetc_0007
1833.02.23_TheLeedsMercury_0003,1832.10.26_LiverpoolMercuryetc_0007
1833.02.23_TheLeedsMercury_0003,1832.10.27_PrestonChronicle_0003
1833.02.23_TheManchesterTimesandGazette_0002,1832.10.16_TheHullPacketandHumberMercury_0001
1833.02.23_TheManchesterTimesandGazette_0002,1832.10.23_TheHullPacketandHumberMercury_0001
1833.03.01_LiverpoolMercuryetc_0007,1832.10.06_PrestonChronicle_0003
1833.03.01_LiverpoolMercuryetc_0007,1832.10.06_TheLeedsMercury_0006
1833.03.01_LiverpoolMercuryetc_0007,1832.10.20_TheLeedsMercury_0006
1833.03.01_LiverpoolMercuryetc_0007,1832.10.26_TheBelfastNews-Letter_0004
1833.03.01_TheBelfastNews-Letter_0004,1832.10.27_PrestonChronicle_0003
1833.03.02_PrestonChronicle_0004,1832.10.19_LiverpoolMercuryetc_0007
1833.03.02_PrestonChronicle_0004,1832.10.26_LiverpoolMercuryetc_0007
1833.03.08_TheBelfastNews-Letter_0004,1832.10.27_PrestonChronicle_0003
1833.03.09_TheManchesterTimesandGazette_0001,1832.10.13_PrestonChronicle_0001
1833.03.09_TheManchesterTimesandGazette_0001,1832.10.16_TheHullPacketandHumberMercury_0001
1833.03.09_TheManchesterTimesandGazette_0001,1832.10.17_TheDerbyMercury_0001
1833.03.09_TheManchesterTimesandGazette_0001,1832.10.20_PrestonChronicle_0001
1833.03.09_TheManchesterTimesandGazette_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1833.03.09_TheNewcastleCourantetc_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1833.03.09_TheNewcastleCourantetc_0003,1832.10.06_TheBristolMercury_0001
1833.03.09_TheNewcastleCourantetc_0003,1832.10.16_TheHullPacketandHumberMercury_0001
1833.03.09_TheNewcastleCourantetc_0003,1832.10.30_TheHullPacketandHumberMercury_0001
1833.03.15_HullPacket_0001,1832.10.20_PrestonChronicle_0001
1833.03.15_HullPacket_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1833.03.15_TheBelfastNews-Letter_0004,1832.10.05_LiverpoolMercuryetc_0007
1833.03.16_TheNewcastleCourantetc_0004,1832.10.23_TheHullPacketandHumberMercury_0001
1833.03.22_HullPacket_0001,1832.10.02_TheHullPacketandHumberMercury_0001
1833.03.22_HullPacket_0002,1832.10.02_TheHullPacketandHumberMercury_0001
1833.03.22_TheBelfastNews-Letter_0001,1832.10.13_ThePoorMan'sGuardian_0007
1833.03.22_TheBelfastNews-Letter_0004,1832.10.05_LiverpoolMercuryetc_0007
1833.03.23_PrestonChronicle_0003,1832.10.05_LiverpoolMercuryetc_0007
1833.03.23_PrestonChronicle_0003,1832.10.19_LiverpoolMercuryetc_0007
1833.03.23_PrestonChronicle_0003,1832.10.26_LiverpoolMercuryetc_0007
1833.03.23_TheManchesterTimesandGazette_0002,1832.10.13_PrestonChronicle_0001
1833.03.23_TheManchesterTimesandGazette_0002,1832.10.20_PrestonChronicle_0001
1833.03.26_TheBelfastNews-Letter_0002,1832.10.13_ThePoorMan'sGuardian_0007
1833.03.30_PrestonChronicle_0004,1832.10.05_LiverpoolMercuryetc_0007
1833.03.30_TheManchesterTimesandGazette_0002,1832.10.13_ThePoorMan'sGuardian_0007
1833.04.05_LiverpoolMercuryetc_0007,1832.10.26_TheBelfastNews-Letter_0004
1833.04.05_LiverpoolMercuryetc_0007,1832.10.27_PrestonChronicle_0003
1833.04.06_TheBristolMercury_0001,1832.10.03_TheDerbyMercury_0001
1833.04.06_TheManchesterTimesandGazette_0001,1832.10.13_PrestonChronicle_0001
1833.04.06_TheManchesterTimesandGazette_0001,1832.10.16_TheHullPacketandHumberMercury_0001
1833.04.06_TheManchesterTimesandGazette_0001,1832.10.20_PrestonChronicle_0001
1833.04.06_TheManchesterTimesandGazette_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1833.04.12_TheBelfastNews-Letter_0004,1832.10.05_LiverpoolMercuryetc_0007
1833.04.12_TheBelfastNews-Letter_0004,1832.10.19_LiverpoolMercuryetc_0007
1833.04.12_TheBelfastNews-Letter_0004,1832.10.26_LiverpoolMercuryetc_0007
1833.04.12_TheBelfastNews-Letter_0004,1832.10.27_PrestonChronicle_0003
1833.04.12_TheHullPacket_0001,1832.10.09_TheHullPacketandHumberMercury_0001
1833.04.12_TheHullPacket_0001,1832.10.12_LiverpoolMercuryetc_0003
1833.04.12_TheHullPacket_0001,1832.10.13_PrestonChronicle_0001
1833.04.12_TheHullPacket_0001,1832.10.17_TheDerbyMercury_0001
1833.04.12_TheHullPacket_0001,1832.10.20_PrestonChronicle_0001
1833.04.12_TheHullPacket_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1833.04.13_PrestonChronicle_0004,1832.10.05_LiverpoolMercuryetc_0007
1833.04.13_PrestonChronicle_0004,1832.10.26_LiverpoolMercuryetc_0007
1833.04.19_LiverpoolMercuryetc_0007,1832.10.19_TheBelfastNews-Letter_0004
1833.04.19_LiverpoolMercuryetc_0007,1832.10.27_PrestonChronicle_0003
1833.04.19_TheBelfastNews-Letter_0004,1832.10.05_LiverpoolMercuryetc_0007
1833.04.20_PrestonChronicle_0003,1832.10.05_LiverpoolMercuryetc_0007
1833.04.20_TheLeedsMercury_0002,1832.10.02_TheHullPacketandHumberMercury_0001
1833.04.22_CaledonianMercury_0001,1832.10.09_TheHullPacketandHumberMercury_0001
1833.04.26_LiverpoolMercuryetc_0007,1832.10.27_PrestonChronicle_0003
1833.04.26_TheBelfastNews-Letter_0004,1832.10.27_PrestonChronicle_0003
1833.04.27_TheLeedsMercury_0003,1832.10.26_LiverpoolMercuryetc_0007
1833.04.29_CaledonianMercury_0001,1832.10.12_LiverpoolMercuryetc_0003
1833.04.29_CaledonianMercury_0001,1832.10.20_PrestonChronicle_0001
1833.05.03_LiverpoolMercuryetc_0007,1832.10.26_TheBelfastNews-Letter_0004
1833.05.03_TheBelfastNews-Letter_0004,1832.10.27_PrestonChronicle_0003
1833.05.04_PrestonChronicle_0004,1832.10.26_LiverpoolMercuryetc_0007
1833.05.04_TheBristolMercury_0002,1832.10.24_TheDerbyMercury_0004
1833.05.10_LiverpoolMercuryetc_0007,1832.10.27_PrestonChronicle_0003
1833.05.10_TheHullPacket_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1833.05.11_TheLeedsMercury_0003,1832.10.26_LiverpoolMercuryetc_0007
